"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
11,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",611.01,,9.06,,0.35,0.75,1.41,,,,-7.35,-44.50%,-41.70%,,,,,,33.72,,,,,,,0.66,,,3.50%,,,0.39,0.39,62.40%,,,5.78%,-5.58%,,,,-31.62%,,1.44,5.19%,6.67%,6.86%,3.13%,3.13%,-38.84%,17.04%,-38.84%,17.04%,,4.93%,-0.28%,2.60,1325.44,0.40,18.96,4.64%,530520,10/29/2020 8:30:00 AM,24.50,11/4/1982,18.96,0.01%
12,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",202.79,,,,0.88,0.74,4.33,,,,-3.91,-10.50%,46.30%,-68.80%,13.00%,7.90%,3.60%,66.20%,22.74,21.74,5.50%,-3.90%,48.70%,-7.29%,19.85%,6.74,-17.00%,-30.50%,-15.60%,1.70,0.90,0.35,0.57,21.90%,-20.60%,-34.80%,-3.26%,3.49%,-23.56%,-15.60%,-27.61%,-27.61%,1.82,0.39,4.33%,4.24%,1.10%,-0.52%,-14.83%,-23.29%,18.19%,-51.57%,70.20%,49.70,-1.05%,0.00%,2.90,640.35,0.99,8.51,-1.05%,633424,11/5/2020 4:30:00 PM,9.25,9/26/2013,8.51,0.01%
13,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",3459.47,46.17,51.15,3.85,6.65,10.07,,56.99,0.57%,24.00%,1.44,27.00%,-8.77%,5.10%,12.00%,5.70%,42.00%,18.80%,52.26,41.32,16.60%,-0.44%,72.80%,1.05%,9.03%,20.98,18.60%,24.10%,18.10%,3.70,2.40,0.02,0.02,30.40%,18.80%,14.60%,3.37%,2.09%,10.36%,26.19%,34.57%,34.57%,0.67,1.97,3.79%,2.97%,4.25%,4.99%,17.78%,-4.01%,18.40%,-4.01%,64.60%,62.68,-0.07%,0.29%,3.50,177.93,0.97,66.63,0.21%,172882,11/5/2020 4:30:00 PM,35.00,1/3/1991,66.63,0.00%
14,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",10605.79,22.94,16.59,1.93,1.08,2.89,9.93,17.16,0.63%,12.60%,6.87,21.10%,10.68%,0.40%,11.90%,-0.30%,21.70%,9.90%,68.97,67.60,0.20%,0.00%,,-0.78%,4.38%,3.27,4.00%,13.10%,12.30%,1.40,0.40,0.27,0.00,43.90%,6.90%,4.80%,-1.09%,6.74%,2.71%,11.07%,-1.56%,-1.56%,1.27,3.47,1.87%,2.32%,0.22%,2.46%,11.52%,-4.00%,10.46%,-7.62%,120.82%,52.73,0.28%,-0.37%,2.30,904.91,0.62,157.51,-0.10%,562694,11/10/2020 8:30:00 AM,175.13,11/29/2001,157.51,0.00%
15,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2256081.07,40.93,30.83,3.24,8.22,34.91,24.81,38.06,0.61%,24.10%,3.27,10.20%,9.27%,7.30%,12.64%,3.30%,-3.00%,1.00%,17057.62,16990.54,0.07%,-6.93%,59.80%,,0.56%,0.82,17.60%,75.20%,31.70%,1.40,1.30,1.52,1.73,38.20%,24.10%,20.90%,1.40%,12.32%,15.46%,46.90%,82.15%,82.15%,1.28,3.22,2.24%,2.29%,4.28%,9.91%,32.40%,-4.39%,23.64%,-4.39%,149.64%,62.74,-0.98%,0.21%,2.00,114966.17,0.86,132.69,-0.77%,98415608,10/29/2020 4:30:00 PM,127.11,12/12/1980,132.73,0.03%
16,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",1689.12,45.02,33.56,15.01,4.66,1.32,10.88,,3.53%,166.80%,0.63,101.50%,52.25%,10.50%,3.00%,7.10%,-61.20%,-14.20%,59.83,59.37,0.90%,,97.10%,0.14%,1.24%,2.27,1.30%,2.90%,4.30%,,,1.10,1.10,65.10%,28.20%,10.40%,0.93%,-1.15%,17.73%,0.82%,-38.21%,-38.21%,1.22,0.94,2.84%,2.87%,-0.83%,7.09%,9.09%,-8.43%,39.32%,-40.02%,43.33%,52.92,2.52%,-0.67%,2.80,323.43,0.40,28.88,1.83%,129922,10/27/2020 4:30:00 PM,27.60,1/13/2011,28.88,0.00%
17,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",58.98,,,,,1.01,21.85,,,,-0.02,-3.20%,,31.70%,,,81.30%,,119.16,114.95,7.20%,0.00%,5.90%,44.19%,0.46%,0.44,-4.20%,-4.60%,,9.50,9.50,0.04,0.04,,,,-2.49%,-53.53%,-42.56%,-4.93%,-19.52%,-19.52%,1.14,0.07,6.30%,11.47%,-27.58%,-46.86%,-27.84%,-62.17%,4.24%,-62.17%,121.17%,29.94,0.88%,-1.90%,,1200.30,1.01,0.47,-1.03%,1215763,,,10/17/2003,0.47,-0.11%
18,"AAWW","Atlas Air Worldwide Holdings, Inc.","Industrials","Airports & Air Services","USA",1492.49,,6.32,,0.49,0.71,2.08,1.82,,,-9.16,-218.60%,-28.91%,-36.10%,10.00%,8.80%,19.90%,24.90%,26.14,25.57,1.40%,-29.17%,,-0.78%,11.32%,6.06,-4.20%,-12.40%,-5.00%,1.00,1.00,1.03,1.17,57.70%,-9.70%,-7.70%,-2.67%,-2.15%,-10.33%,24.45%,98.08%,98.08%,1.36,1.72,2.57%,3.23%,-1.60%,-4.21%,12.93%,-17.50%,8.54%,-21.05%,264.33%,44.36,0.26%,-0.38%,1.70,478.03,0.76,54.54,-0.13%,362498,11/5/2020 8:30:00 AM,79.50,7/21/2004,54.54,0.00%
19,"AAXJ","iShares MSCI All Country Asia ex Japan ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01%,5.58%,16.24%,28.36%,22.04%,22.04%,,1.03,0.69%,0.75%,2.45%,5.65%,20.97%,-0.37%,14.52%,-0.37%,69.24%,65.05,-0.55%,0.46%,,1222.10,0.78,89.61,-0.10%,949953,,,8/15/2008,89.66,0.06%
20,"AAXN","Axon Enterprise, Inc.","Industrials","Aerospace & Defense","USA",7936.99,,96.03,,12.66,8.79,15.66,,,,-0.66,-97.10%,16.22%,-47.40%,18.80%,26.40%,-113.50%,27.20%,63.50,62.72,1.10%,-31.76%,88.40%,3.73%,4.97%,5.80,-3.80%,-5.60%,-1.40%,3.40,3.00,0.00,0.00,58.70%,-5.50%,-6.40%,-3.60%,-1.44%,36.58%,24.67%,69.05%,69.05%,0.63,4.74,4.12%,3.65%,-2.19%,3.32%,32.10%,-9.06%,26.76%,-9.06%,144.81%,48.25,-1.09%,0.00%,2.20,537.28,0.66,122.53,-1.09%,353945,11/5/2020 4:30:00 PM,120.75,6/7/2001,122.53,0.00%
21,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",3196.73,12.07,10.86,1.10,10.84,2.14,,,8.31%,99.20%,2.75,-0.70%,13.41%,6.40%,11.01%,5.80%,12.00%,10.80%,96.35,90.15,6.37%,-0.15%,19.40%,-5.09%,0.26%,0.51,17.60%,17.60%,15.40%,,,0.00,0.00,,100.00%,90.30%,-0.42%,4.27%,22.89%,24.83%,9.81%,9.81%,1.53,0.73,1.61%,2.44%,2.42%,5.76%,24.64%,-1.55%,18.04%,-6.35%,155.06%,60.97,1.32%,0.30%,2.10,457.54,0.58,33.77,1.63%,265464,10/22/2020 8:30:00 AM,34.21,4/14/1988,33.77,0.00%
22,"ABB","ABB Ltd","Industrials","Specialty Industrial Machinery","Switzerland",60045.59,125.25,,8.58,2.31,3.54,6.96,34.19,2.97%,30.10%,0.22,-27.90%,,-15.30%,14.60%,-6.80%,-221.10%,-4.50%,2119.00,1949.83,,,4.80%,20.03%,0.28%,3.26,12.00%,41.10%,5.20%,1.40,1.10,0.38,0.52,30.70%,6.40%,21.30%,3.14%,6.04%,9.74%,20.08%,15.94%,15.94%,1.09,0.38,1.01%,1.18%,2.78%,4.79%,19.20%,-0.53%,16.16%,-0.53%,90.07%,64.71,-0.11%,0.21%,2.50,1649.74,0.34,27.96,0.11%,563855,10/23/2020 8:30:00 AM,24.61,4/6/2001,27.73,-0.82%
23,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - General","USA",185887.87,23.01,8.64,2.10,4.57,12.20,23.38,22.90,4.94%,100.60%,4.57,42.30%,16.25%,36.80%,10.98%,10.80%,2.20%,52.20%,1769.00,1763.64,0.10%,-25.76%,70.10%,-0.99%,0.79%,1.71,6.10%,203.50%,21.20%,1.00,0.80,5.39,5.70,68.60%,28.50%,18.00%,2.40%,0.66%,20.18%,6.18%,18.90%,18.90%,0.82,1.97,1.06%,1.93%,2.02%,8.98%,16.95%,-1.83%,35.44%,-1.83%,71.30%,64.75,1.80%,-0.01%,2.00,8107.15,0.75,107.15,1.79%,6040001,10/30/2020 8:30:00 AM,115.71,12/10/2012,107.15,0.00%
24,"ABC","AmerisourceBergen Corporation","Healthcare","Medical Distribution","USA",19859.35,,10.66,,0.10,,4.32,13.30,1.82%,,-16.80,-530.90%,8.28%,8.70%,8.04%,6.90%,,7.90%,204.08,146.95,0.10%,-42.01%,67.20%,-0.62%,1.82%,2.75,-8.20%,-145.30%,-105.20%,1.00,0.60,,,2.70%,-2.70%,-1.80%,0.25%,-5.96%,0.04%,-2.50%,14.04%,14.04%,0.58,2.00,1.63%,2.03%,-1.12%,-3.05%,1.35%,-12.13%,5.99%,-12.13%,35.67%,44.38,1.04%,-0.22%,2.40,972.48,0.54,97.76,0.83%,522587,11/5/2020 8:30:00 AM,117.69,4/4/1995,97.12,-0.65%
25,"ABCB","Ameris Bancorp","Financial","Banks - Regional","USA",2641.26,11.52,10.43,1.44,3.56,1.02,3.30,,1.58%,18.20%,3.30,-1.60%,1.87%,13.50%,8.00%,31.10%,445.10%,-4.50%,69.23,65.72,0.30%,-3.02%,85.30%,0.07%,2.76%,4.56,1.20%,9.20%,15.20%,,,0.19,0.19,,66.10%,30.90%,5.56%,11.61%,66.64%,69.54%,-10.77%,-10.77%,1.46,1.36,3.16%,3.59%,1.89%,11.73%,45.44%,-3.69%,45.33%,-13.06%,122.37%,59.84,0.26%,0.03%,1.60,396.97,0.66,38.07,0.29%,260316,10/22/2020 4:30:00 PM,41.29,5/19/1994,38.07,0.00%
26,"ABCL","AbCellera Biologics Inc.","Healthcare","Biotechnology","Canada",11131.11,2283.33,,,545.64,,122.19,,,,0.02,-857.50%,,,,,,171.30%,270.83,191.87,23.40%,0.00%,,,0.50%,0.50,,,-61.40%,5.70,5.60,0.27,0.31,,,,-12.78%,,,,,-30.22%,,6.39,9.26%,,-12.81%,-12.81%,-12.81%,-44.04%,6.96%,-44.04%,6.96%,,-2.92%,0.85%,,1921.72,0.62,40.24,-2.09%,1186016,,,12/11/2020,40.30,0.15%
27,"ABCM","Abcam plc","Healthcare","Biotechnology","United Kingdom",5086.09,,,,,,,,0.67%,,,,,,,,,-9.90%,226.55,183.67,,,0.59%,,0.16%,1.19,,,,,,,,,,,12.70%,17.79%,,,,13.67%,,0.73,4.61%,3.15%,9.39%,11.25%,11.25%,-8.22%,21.68%,-8.22%,21.68%,64.45,-2.18%,-1.87%,1.70,238.59,1.01,21.55,-4.01%,241520,,,10/22/2020,,
28,"ABEO","Abeona Therapeutics Inc.","Healthcare","Biotechnology","USA",165.01,,,,23.57,1.31,1.70,,,,-1.04,-27.10%,25.30%,37.00%,,,77.90%,,93.77,82.55,2.20%,-12.56%,38.40%,-15.69%,2.73%,0.97,-47.00%,-62.00%,,2.70,2.70,0.00,0.02,,,,0.63%,-0.62%,57.84%,-43.51%,-50.76%,-50.76%,1.70,0.14,12.12%,8.47%,-0.54%,13.34%,-28.84%,-14.67%,58.67%,-63.82%,58.67%,51.58,-1.87%,-0.62%,1.80,2318.04,0.44,1.57,-2.48%,1029911,,,9/19/1980,1.57,0.06%
29,"ABEQ","Absolute Core Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12%,2.50%,9.04%,14.13%,,1.89%,,0.25,0.88%,0.86%,0.49%,3.43%,10.63%,-0.81%,11.06%,-9.78%,41.28%,58.46,0.49%,-0.51%,,6.71,0.02,25.44,-0.03%,145,,,1/22/2020,,
30,"ABEV","Ambev S.A.","Consumer Defensive","Beverages - Brewers","Brazil",47991.75,17.33,23.46,,,3.09,,,3.28%,,0.18,-47.40%,30.00%,39.83%,,,-8.90%,30.50%,15735.00,4394.66,,,8.61%,,1.55%,2.88,,,,,,,,,,,0.66%,17.68%,38.51%,14.66%,-32.83%,-32.83%,,0.09,1.98%,2.95%,2.22%,13.01%,24.87%,-3.47%,47.44%,-33.60%,65.29%,59.65,0.33%,0.00%,3.20,23614.05,0.16,3.06,0.33%,3896160,,3.23,11/11/2013,3.08,0.65%
31,"ABG","Asbury Automotive Group, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",2813.72,13.50,10.25,0.73,0.41,3.45,686.27,4.50,,0.00%,10.81,15.00%,14.42%,20.80%,18.50%,4.20%,112.70%,0.20%,19.20,19.09,0.20%,-4.69%,,-0.27%,12.18%,11.09,6.70%,29.50%,11.30%,1.10,0.40,1.45,2.36,17.00%,5.20%,3.10%,6.05%,29.41%,49.76%,93.68%,30.55%,30.55%,1.71,6.43,5.05%,4.51%,3.74%,15.03%,53.29%,-2.84%,46.25%,-2.84%,270.27%,59.93,0.41%,-0.55%,2.10,209.56,0.54,145.74,-0.14%,113771,10/27/2020 8:30:00 AM,142.25,3/14/2002,145.74,0.00%
32,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",38.96,,,,,0.49,0.76,,,,-2.65,59.80%,,41.30%,,,56.70%,,9.32,9.28,0.30%,,8.50%,52.94%,0.44%,0.08,-29.30%,-31.30%,,34.00,34.00,0.00,0.00,,,,-7.90%,-3.77%,-7.69%,-39.20%,-28.56%,-28.56%,2.83,0.23,4.36%,5.21%,-4.54%,-1.76%,-20.33%,-15.58%,8.09%,-81.77%,81.45%,44.54,-1.72%,0.00%,,533.06,1.09,4.01,-1.72%,578880,,,8/8/1997,4.00,-0.25%
33,"ABM","ABM Industries Incorporated","Industrials","Specialty Business Services","USA",2552.36,,14.28,,0.43,1.68,6.47,6.89,2.01%,,-0.02,-99.80%,10.54%,-68.40%,16.00%,4.10%,8.30%,-9.90%,66.90,65.96,1.00%,-4.73%,95.10%,-1.64%,1.31%,2.51,0.00%,0.00%,1.90%,1.50,1.50,0.40,0.48,15.10%,1.60%,0.00%,-1.82%,-1.97%,2.95%,5.01%,0.08%,0.08%,1.25,1.23,2.22%,3.08%,-3.90%,-1.07%,8.17%,-9.45%,12.92%,-9.45%,91.20%,43.43,0.56%,-0.29%,2.00,344.39,0.74,37.84,0.26%,254982,12/16/2020 4:30:00 PM,49.00,2/13/1969,37.84,0.00%
34,"ABMD","Abiomed, Inc.","Healthcare","Medical Devices","USA",14670.34,71.10,63.94,4.16,18.27,12.35,27.52,59.64,,0.00%,4.56,-21.00%,12.90%,10.80%,17.10%,29.60%,378.60%,2.30%,45.10,44.12,1.10%,-20.01%,98.20%,-0.82%,4.38%,6.68,16.70%,18.90%,17.90%,6.80,6.00,0.00,0.00,80.80%,27.30%,25.90%,7.14%,18.18%,16.91%,26.92%,89.88%,89.88%,1.39,9.81,2.92%,3.52%,13.78%,17.30%,29.95%,-1.41%,33.56%,-1.41%,172.41%,77.94,-0.06%,0.14%,2.30,289.20,0.79,324.20,0.09%,228983,10/29/2020 8:30:00 AM,324.60,7/29/1987,324.00,-0.06%
35,"ABNB","Airbnb, Inc.","Communication Services","Internet Content & Information","USA",91051.41,,,,25.11,,20.26,,,,-1.76,,89.30%,,,,-17.70%,-18.40%,613.43,101.58,13.50%,0.00%,4.69%,,1.66%,0.10,,,95.80%,1.60,1.60,,,52.50%,-22.80%,-28.90%,-9.04%,,,,,2.57%,,14.32,7.13%,,-0.60%,-0.60%,-0.60%,-16.10%,20.82%,-16.10%,20.82%,,-0.07%,-1.03%,2.60,16354.99,0.17,146.80,-1.10%,2750879,,123.25,12/10/2020,146.80,0.00%
36,"ABR","Arbor Realty Trust, Inc.","Real Estate","REIT - Mortgage","USA",1750.99,18.81,9.04,2.35,3.22,1.46,9.11,,9.06%,129.70%,0.75,-14.30%,35.09%,-5.50%,8.00%,30.60%,73.90%,10.80%,113.77,109.10,1.30%,0.00%,41.50%,1.51%,4.66%,3.62,1.60%,9.70%,2.50%,,,4.63,4.63,67.40%,16.80%,18.80%,1.36%,6.08%,23.19%,56.48%,-1.53%,-1.53%,1.86,0.38,2.13%,2.74%,0.76%,6.84%,40.19%,-5.15%,28.21%,-7.44%,300.56%,56.26,0.50%,-0.14%,2.00,1403.60,0.66,14.18,0.35%,922141,10/30/2020 8:30:00 AM,14.20,4/7/2004,14.18,0.01%
37,"ABST","Absolute Software Corporation","Technology","Software - Application","Canada",580.94,,,,5.40,,,,2.10%,,,,,,,,-24.60%,11.10%,48.78,34.17,0.43%,0.00%,55.89%,,1.86%,6.37,,,,,,,,,,,-2.62%,15.63%,4.84%,20.06%,91.48%,79.37%,,0.44,4.23%,3.60%,7.24%,7.61%,19.76%,-11.25%,27.24%,-14.62%,143.06%,60.50,-0.75%,0.76%,,99.49,0.38,11.91,0.00%,37902,,,10/27/2008,,
38,"ABT","Abbott Laboratories","Healthcare","Medical Devices","USA",190598.49,57.68,24.62,4.34,5.92,6.13,40.29,90.76,1.66%,73.30%,1.88,45.20%,23.94%,12.40%,13.28%,9.50%,28.10%,9.60%,1774.48,1760.08,0.20%,-6.79%,75.70%,0.43%,0.50%,1.85,5.00%,11.00%,8.20%,1.70,1.20,0.58,0.59,56.80%,13.50%,10.50%,0.15%,0.20%,-0.36%,18.33%,24.84%,24.84%,0.83,1.84,1.44%,1.59%,1.69%,0.65%,10.78%,-4.91%,6.17%,-4.91%,77.71%,56.42,1.22%,-0.25%,1.90,4789.13,0.60,109.49,0.97%,2876308,10/21/2020 8:30:00 AM,120.47,3/1/1937,109.49,0.00%
39,"ABTX","Allegiance Bancshares, Inc.","Financial","Banks - Regional","USA",688.23,16.01,14.05,,2.91,0.92,1.93,18.60,1.18%,14.10%,2.11,4.50%,11.87%,14.40%,,34.80%,39.00%,3.60%,20.44,18.78,0.70%,-14.52%,46.30%,-1.19%,1.63%,5.23,0.80%,6.00%,17.90%,,,0.35,0.35,,80.80%,18.40%,3.53%,6.66%,44.50%,41.36%,-10.19%,-10.19%,1.19,1.13,2.95%,3.11%,0.66%,8.29%,29.68%,-3.45%,30.67%,-12.37%,63.46%,57.63,0.77%,0.30%,3.00,58.68,1.03,34.13,1.07%,60528,10/29/2020 8:30:00 AM,32.50,10/8/2015,34.13,0.00%
40,"ABUS","Arbutus Biopharma Corporation","Healthcare","Biotechnology","USA",330.56,,,,54.19,,2.79,,,,-1.24,-137.80%,15.30%,-9.90%,,-16.70%,81.70%,-51.60%,79.49,60.90,1.60%,-4.05%,31.10%,-6.11%,4.84%,0.98,-76.20%,128.90%,203.20%,15.90,15.90,,,,,,-7.92%,-17.88%,18.85%,103.28%,33.81%,33.81%,3.22,0.42,7.22%,11.10%,-12.38%,-1.20%,32.96%,-39.52%,30.51%,-60.64%,303.41%,44.17,-4.57%,0.00%,2.00,2995.89,0.87,3.55,-4.57%,2600625,11/5/2020 8:30:00 AM,,7/23/2007,3.55,0.00%
