"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
11,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",651.73,,10.08,,0.37,1.09,1.51,,,,-7.35,-44.50%,-41.72%,,,,160.30%,9.90%,32.28,,,,,,,0.72,,,3.50%,,,0.39,0.39,62.40%,,,6.49%,17.18%,,,,6.49%,,1.28,6.64%,5.47%,11.18%,8.27%,8.27%,-34.87%,24.63%,-34.87%,24.63%,45.06,-7.17%,1.78%,2.40,1229.37,0.40,20.19,-5.52%,487469,10/29/2020 8:30:00 AM,26.71,11/4/1982,20.19,0.00%
12,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",236.61,,,,1.02,0.87,5.06,,,,-3.91,-10.50%,46.30%,-68.80%,13.00%,7.90%,3.60%,66.20%,22.74,21.74,5.40%,-2.54%,48.70%,-7.40%,19.85%,6.33,-17.00%,-30.50%,-15.60%,1.70,0.90,0.35,0.57,21.90%,-20.60%,-34.80%,19.74%,21.31%,-12.08%,-11.47%,-21.98%,19.74%,1.82,0.44,6.21%,4.82%,18.50%,21.01%,1.38%,-0.10%,41.53%,-42.00%,103.80%,71.98,0.79%,4.88%,2.90,681.67,2.16,10.19,5.71%,1469842,11/5/2020 4:30:00 PM,9.25,9/26/2013,10.19,0.00%
13,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",3613.13,48.13,52.79,4.01,6.94,10.50,,59.52,0.55%,24.00%,1.44,27.00%,-8.18%,5.10%,12.00%,5.70%,42.00%,18.80%,52.26,41.32,16.70%,-0.44%,72.80%,1.04%,9.03%,20.34,18.60%,24.10%,18.10%,3.70,2.40,0.02,0.02,30.40%,18.80%,14.60%,4.02%,11.38%,10.42%,27.93%,36.30%,4.02%,0.67,2.25,4.67%,3.45%,6.48%,8.19%,21.43%,-1.99%,23.17%,-1.99%,71.22%,64.54,-1.63%,-0.01%,3.30,183.49,1.37,69.31,-1.65%,251396,11/5/2020 4:30:00 PM,52.00,1/3/1991,69.31,0.00%
14,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",11550.48,24.74,17.90,2.08,1.17,3.12,10.81,18.69,0.59%,12.60%,6.87,21.10%,10.68%,0.40%,11.90%,-0.30%,21.70%,9.90%,68.97,67.60,0.20%,0.00%,,-0.80%,4.38%,3.21,4.00%,13.10%,12.30%,1.40,0.40,0.27,0.00,43.90%,6.90%,4.80%,7.97%,11.31%,7.87%,26.49%,11.24%,7.97%,1.27,3.85,2.91%,2.37%,6.56%,10.06%,18.76%,0.75%,19.27%,-0.26%,138.42%,73.82,1.04%,0.38%,2.30,921.89,0.94,170.06,1.43%,864459,11/10/2020 8:30:00 AM,175.13,11/29/2001,170.06,0.00%
15,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2262515.70,40.42,30.34,3.20,8.24,34.48,24.88,38.16,0.62%,24.10%,3.27,10.20%,9.35%,7.30%,12.64%,3.30%,-3.00%,1.00%,17057.62,16990.54,0.07%,-6.93%,59.80%,,0.56%,0.83,17.60%,75.20%,31.70%,1.40,1.30,1.52,1.73,38.20%,24.10%,20.90%,-0.48%,6.17%,14.86%,37.67%,70.59%,-0.48%,1.28,3.62,3.29%,2.67%,2.40%,8.12%,29.48%,-4.86%,23.04%,-4.86%,148.44%,57.63,-0.34%,1.21%,2.00,114638.01,0.92,132.05,0.86%,104898743,10/29/2020 4:30:00 PM,128.55,12/12/1980,132.00,-0.04%
16,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",1670.62,44.79,33.40,14.93,4.61,1.32,10.76,,3.54%,166.80%,0.63,101.50%,52.25%,10.50%,3.00%,7.10%,-61.20%,-14.20%,59.83,59.37,0.90%,,97.10%,0.14%,1.24%,2.30,1.30%,2.90%,4.30%,,,1.10,1.10,65.10%,28.20%,10.40%,-2.29%,-4.60%,9.46%,3.83%,-37.84%,-2.29%,1.21,0.93,3.55%,3.07%,-1.40%,3.07%,6.03%,-10.53%,36.13%,-41.39%,40.05%,49.15,-0.14%,0.28%,2.80,319.85,0.63,28.22,0.14%,202556,10/27/2020 4:30:00 PM,27.60,1/13/2011,28.22,0.00%
17,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",61.50,,,,,1.08,22.78,,,,-0.02,-3.20%,,31.70%,,,81.30%,,119.16,114.95,7.20%,0.00%,5.90%,46.08%,0.46%,0.40,-4.20%,-4.60%,,9.50,9.50,0.04,0.04,,,,8.44%,-29.35%,-34.53%,-2.08%,-4.02%,8.44%,1.08,0.06,7.27%,8.41%,-12.81%,-39.48%,-22.45%,-58.98%,13.04%,-58.98%,139.84%,35.66,-5.69%,3.00%,,1325.70,1.75,0.51,-2.86%,2314291,,,10/17/2003,0.51,0.26%
18,"AAWW","Atlas Air Worldwide Holdings, Inc.","Industrials","Airports & Air Services","USA",1398.99,,5.88,,0.46,0.66,1.95,1.71,,,-9.16,-218.60%,-28.91%,-36.10%,10.00%,8.80%,19.90%,24.90%,26.14,25.57,1.40%,-29.65%,,-0.78%,11.32%,6.04,-4.20%,-12.40%,-5.00%,1.00,1.00,1.03,1.17,57.70%,-9.70%,-7.70%,-6.89%,-7.61%,-24.69%,7.45%,88.91%,-6.89%,1.35,1.88,4.36%,3.30%,-7.63%,-9.29%,3.48%,-21.97%,1.05%,-26.49%,239.21%,32.34,-1.65%,0.84%,1.70,479.09,1.37,50.78,-0.82%,656308,11/5/2020 8:30:00 AM,79.50,7/21/2004,50.78,0.00%
19,"AAXJ","iShares MSCI All Country Asia ex Japan ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17%,8.19%,19.45%,26.70%,27.57%,6.17%,,1.26,1.38%,0.95%,7.58%,10.73%,26.88%,2.59%,21.58%,2.59%,79.68%,76.02,0.92%,1.85%,,1237.10,1.46,95.14,2.79%,1811364,,,8/15/2008,95.09,-0.05%
20,"AAXN","Axon Enterprise, Inc.","Industrials","Aerospace & Defense","USA",8054.38,,97.18,,12.85,8.89,15.89,,,,-0.66,-97.10%,16.22%,-47.40%,18.80%,26.40%,-113.50%,27.20%,63.50,62.82,0.90%,-36.20%,88.40%,3.72%,4.96%,5.78,-3.80%,-5.60%,-1.40%,3.40,3.00,0.00,0.00,58.70%,-5.50%,-6.40%,2.31%,-0.16%,29.14%,30.71%,78.60%,2.31%,0.62,4.84,4.68%,4.21%,0.56%,4.13%,33.01%,-6.95%,29.69%,-6.95%,150.46%,53.32,0.38%,0.26%,2.20,539.59,0.84,125.36,0.63%,452210,11/5/2020 4:30:00 PM,120.75,6/7/2001,124.85,-0.41%
21,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",3301.99,12.68,11.40,1.15,11.20,2.25,,,7.91%,99.20%,2.75,-0.70%,13.41%,6.40%,11.01%,5.80%,12.00%,10.80%,96.35,90.15,6.37%,-0.15%,19.40%,-5.18%,0.26%,0.52,17.60%,17.60%,15.40%,,,0.00,0.00,,100.00%,90.30%,3.32%,5.31%,17.32%,29.65%,10.03%,3.32%,1.53,0.90,3.33%,2.58%,5.29%,8.60%,26.76%,-2.30%,21.95%,-3.24%,163.52%,66.36,-0.85%,0.63%,2.10,455.02,0.89,34.89,-0.23%,405646,10/22/2020 8:30:00 AM,34.21,4/14/1988,34.89,0.00%
22,"ABB","ABB Ltd","Industrials","Specialty Industrial Machinery","Switzerland",65568.28,135.70,,9.29,2.52,3.83,7.60,37.34,2.74%,30.10%,0.22,-27.90%,,-15.30%,14.60%,-6.80%,-221.10%,-4.50%,2119.00,1949.83,,,4.80%,19.84%,0.28%,3.21,12.00%,41.10%,5.20%,1.40,1.10,0.38,0.52,30.70%,6.40%,21.30%,8.23%,11.74%,14.02%,23.56%,25.20%,8.23%,1.09,0.46,1.77%,1.35%,9.16%,12.33%,27.23%,0.46%,25.72%,0.46%,105.71%,82.81,-0.03%,0.77%,2.50,1677.68,1.98,30.26,0.73%,3317970,10/23/2020 8:30:00 AM,24.42,4/6/2001,30.26,0.00%
23,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - General","USA",186059.81,23.45,8.80,2.14,4.58,12.43,23.40,22.92,4.85%,100.60%,4.57,42.30%,16.25%,36.80%,10.98%,10.80%,2.20%,52.20%,1769.00,1763.64,0.10%,-24.98%,70.10%,-1.02%,0.79%,1.69,6.10%,203.50%,21.20%,1.00,0.80,5.39,5.70,68.60%,28.50%,18.00%,0.11%,-0.39%,22.82%,10.78%,18.91%,0.11%,0.82,2.14,2.32%,2.00%,2.10%,6.68%,15.89%,-1.72%,35.60%,-1.72%,71.49%,61.44,0.32%,0.21%,2.00,8214.28,0.65,107.27,0.52%,5334522,10/30/2020 8:30:00 AM,115.71,12/10/2012,107.30,0.03%
24,"ABC","AmerisourceBergen Corporation","Healthcare","Medical Distribution","USA",22289.88,,12.09,,0.12,,4.85,14.92,1.60%,,-16.80,-530.90%,8.28%,8.70%,8.04%,6.90%,,7.90%,204.08,146.95,0.10%,-41.20%,67.20%,-0.62%,1.82%,2.53,-8.20%,-145.30%,-105.20%,1.00,0.60,,,2.70%,-2.70%,-1.80%,12.55%,9.56%,11.72%,13.37%,26.97%,12.55%,0.57,2.83,4.16%,2.37%,11.24%,8.77%,13.47%,-1.10%,19.29%,-1.10%,52.70%,73.06,-0.04%,-0.05%,2.40,1056.87,1.70,110.03,-0.09%,1801048,11/5/2020 8:30:00 AM,117.69,4/4/1995,110.03,0.00%
25,"ABCB","Ameris Bancorp","Financial","Banks - Regional","USA",2962.15,12.97,11.59,1.62,3.99,1.15,3.71,,1.40%,18.20%,3.30,-1.60%,2.67%,13.50%,8.00%,31.10%,445.10%,-4.50%,69.23,65.72,0.30%,-3.03%,85.30%,0.07%,2.76%,4.50,1.20%,9.20%,15.20%,,,0.19,0.19,,66.10%,30.90%,12.29%,15.29%,61.75%,98.38%,0.07%,12.29%,1.47,1.61,5.21%,3.91%,11.52%,21.26%,60.36%,-1.63%,57.46%,-2.37%,149.71%,72.78,-1.50%,0.00%,1.60,402.61,1.27,42.75,-1.50%,512378,10/22/2020 4:30:00 PM,41.71,5/19/1994,42.75,0.00%
26,"ABCL","AbCellera Biologics Inc.","Healthcare","Biotechnology","Canada",10773.65,2206.67,,,528.12,,118.26,,,,0.02,-857.50%,,,,,,171.30%,271.24,178.40,23.40%,0.00%,,,0.53%,0.52,,,-61.40%,5.70,5.60,0.27,0.31,,,,-1.29%,,,,,-1.29%,,5.04,6.61%,,-10.27%,-10.27%,-10.27%,-44.76%,7.88%,-44.76%,7.88%,,1.02%,0.00%,,1821.00,0.59,39.72,1.02%,1076022,,,12/11/2020,39.80,0.20%
27,"ABCM","Abcam plc","Healthcare","Biotechnology","United Kingdom",4449.48,,,,,,,,0.76%,,,,,,,,,-9.90%,226.55,183.67,,,1.36%,,0.16%,1.10,,,,,,,,,,,-8.86%,3.31%,,,,-8.86%,,0.80,3.93%,3.80%,-1.98%,0.85%,0.88%,-16.35%,9.84%,-16.35%,10.90%,47.06,0.36%,-0.41%,1.70,259.94,0.91,19.64,-0.05%,235908,,,10/22/2020,19.62,-0.10%
28,"ABEO","Abeona Therapeutics Inc.","Healthcare","Biotechnology","USA",177.80,,,,25.40,1.43,1.84,,,,-1.04,-27.10%,25.30%,37.00%,,,77.90%,,93.77,82.55,2.20%,-14.87%,37.90%,-16.22%,2.73%,1.06,-47.00%,-62.00%,,2.70,2.70,0.00,0.02,,,,12.10%,15.03%,27.54%,-41.53%,-32.57%,12.10%,1.69,0.13,7.36%,8.49%,8.57%,23.39%,-20.03%,-4.35%,77.87%,-59.45%,77.87%,60.07,-2.22%,1.12%,1.80,2129.35,0.49,1.76,-1.12%,1042617,,,9/19/1980,1.76,0.00%
29,"ABEQ","Absolute Core Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25%,2.91%,10.28%,17.79%,,2.25%,,0.24,0.66%,0.61%,2.30%,4.94%,12.31%,-0.21%,13.55%,-7.75%,44.46%,68.76,-0.82%,0.63%,,5.86,0.12,26.02,-0.19%,724,,,1/22/2020,,
30,"ABEV","Ambev S.A.","Consumer Defensive","Beverages - Brewers","Brazil",48306.45,17.44,23.62,,,3.11,,,3.26%,,0.18,-47.40%,30.00%,39.83%,,,-8.90%,30.50%,15735.00,4394.66,,,8.63%,,1.55%,2.75,,,,,,,,,,,0.33%,6.44%,28.08%,11.33%,-31.21%,0.33%,,0.10,4.16%,2.88%,0.95%,10.82%,24.24%,-3.15%,47.92%,-32.82%,65.83%,57.43,0.00%,2.68%,3.20,24718.90,1.12,3.07,2.68%,27717724,,3.23,11/11/2013,3.09,0.65%
31,"ABG","Asbury Automotive Group, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",3124.55,14.97,11.36,0.81,0.46,3.83,762.09,5.00,,0.00%,10.81,15.00%,14.42%,20.80%,18.50%,4.20%,112.70%,0.20%,19.20,19.09,0.20%,-4.68%,,-0.27%,12.18%,11.32,6.70%,29.50%,11.30%,1.10,0.40,1.45,2.36,17.00%,5.20%,3.10%,11.03%,15.90%,40.52%,75.88%,60.84%,11.03%,1.74,7.19,5.89%,4.43%,11.93%,24.63%,65.73%,-0.12%,62.38%,-0.12%,311.10%,69.88,-0.78%,1.06%,2.10,205.35,0.53,161.81,0.27%,108603,10/27/2020 8:30:00 AM,142.25,3/14/2002,161.81,0.00%
32,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",40.01,,,,,0.51,0.78,,,,-2.65,59.80%,,41.30%,,,56.70%,,9.32,9.28,0.40%,284.43%,8.50%,53.54%,0.44%,0.10,-29.30%,-31.30%,,34.00,34.00,0.00,0.00,,,,5.24%,1.69%,-3.65%,-35.96%,-34.22%,5.24%,2.82,0.20,4.24%,5.39%,0.74%,3.20%,-16.82%,-11.16%,13.75%,-80.82%,90.95%,52.03,-0.94%,2.16%,,430.30,0.57,4.22,1.20%,245133,,,8/8/1997,4.19,-0.71%
33,"ABM","ABM Industries Incorporated","Industrials","Specialty Business Services","USA",2713.14,,15.42,,0.45,1.82,6.88,7.33,1.87%,,-0.02,-99.80%,9.40%,-68.40%,16.00%,4.10%,8.30%,-9.90%,66.90,65.96,1.00%,-4.80%,95.10%,-1.68%,1.31%,2.59,0.00%,0.00%,1.90%,1.50,1.50,0.40,0.48,15.10%,1.60%,0.00%,7.69%,0.52%,8.72%,23.37%,5.24%,7.69%,1.24,1.32,4.38%,3.44%,3.73%,5.39%,15.10%,-2.49%,18.87%,-2.49%,105.91%,58.71,-0.78%,-0.15%,2.00,334.59,0.86,40.75,-0.92%,287340,12/16/2020 4:30:00 PM,49.00,2/13/1969,40.75,0.00%
34,"ABMD","Abiomed, Inc.","Healthcare","Medical Devices","USA",14631.31,71.13,63.97,4.16,18.22,12.36,27.45,59.48,,0.00%,4.56,-21.00%,12.90%,10.80%,17.10%,29.60%,378.60%,2.30%,45.10,44.13,1.10%,-20.06%,97.80%,-0.84%,4.38%,6.98,16.70%,18.90%,17.90%,6.80,6.00,0.00,0.00,80.80%,27.30%,25.90%,-0.04%,18.43%,19.49%,22.51%,76.50%,-0.04%,1.41,10.28,3.73%,3.75%,8.80%,15.49%,27.56%,-1.60%,33.51%,-1.60%,172.30%,72.04,-0.30%,0.46%,2.30,276.73,1.06,324.06,0.15%,292656,10/29/2020 8:30:00 AM,324.60,7/29/1987,324.06,0.00%
35,"ABNB","Airbnb, Inc.","Communication Services","Internet Content & Information","USA",91030.21,,,,25.11,,20.25,,,,-1.76,,89.30%,,,,-17.70%,-18.40%,607.80,101.58,13.50%,0.00%,4.69%,,1.66%,0.13,,,95.80%,1.60,1.60,,,52.50%,-22.80%,-28.90%,2.02%,,,,,2.02%,,12.60,7.17%,,1.78%,1.78%,1.78%,-14.40%,23.27%,-14.40%,23.27%,,-2.40%,1.44%,2.60,13307.71,0.35,149.77,-0.99%,4610096,,123.25,12/10/2020,150.01,0.16%
36,"ABR","Arbor Realty Trust, Inc.","Real Estate","REIT - Mortgage","USA",1747.26,18.92,9.09,2.37,3.21,1.46,9.09,,9.01%,129.70%,0.75,-14.30%,35.09%,-5.50%,8.00%,30.60%,73.90%,10.80%,113.77,109.10,1.30%,0.00%,41.50%,1.52%,4.66%,3.57,1.60%,9.70%,2.50%,,,4.63,4.63,67.40%,16.80%,18.80%,0.21%,-0.63%,19.51%,78.97%,-1.80%,0.21%,1.86,0.43,3.59%,2.89%,0.37%,5.05%,37.22%,-4.95%,28.48%,-7.25%,301.41%,55.06,-1.39%,0.63%,2.00,1423.76,1.24,14.21,-0.77%,1766775,10/30/2020 8:30:00 AM,14.20,4/7/2004,14.20,-0.07%
37,"ABST","Absolute Software Corporation","Technology","Software - Application","Canada",588.26,,,,5.47,,,,2.07%,,,,,,,,-24.60%,11.10%,48.78,34.17,0.43%,0.00%,54.44%,,1.86%,6.08,,,,,,,,,,,1.26%,16.18%,-2.74%,17.54%,91.35%,1.26%,,0.39,3.08%,3.78%,4.77%,9.76%,19.80%,-2.35%,28.85%,-13.55%,146.12%,60.30,0.33%,0.50%,,104.30,0.39,12.06,0.84%,40417,,,10/27/2008,12.06,0.00%
38,"ABT","Abbott Laboratories","Healthcare","Medical Devices","USA",195915.73,59.37,25.34,4.47,6.08,6.31,41.41,93.29,1.61%,73.30%,1.88,45.20%,23.94%,12.40%,13.28%,9.50%,28.10%,9.60%,1774.48,1760.08,0.20%,-6.80%,75.70%,0.43%,0.50%,1.85,5.00%,11.00%,8.20%,1.70,1.20,0.58,0.59,56.80%,13.50%,10.50%,1.94%,4.50%,2.83%,19.96%,29.12%,1.94%,0.83,1.98,2.32%,1.85%,3.03%,2.41%,11.81%,-3.07%,8.22%,-3.07%,81.16%,64.14,-0.05%,0.33%,1.90,4789.36,0.88,111.61,0.28%,4236825,10/21/2020 8:30:00 AM,120.47,3/1/1937,111.80,0.17%
39,"ABTX","Allegiance Bancshares, Inc.","Financial","Banks - Regional","USA",735.36,17.24,15.07,,3.10,0.99,2.06,19.87,1.10%,14.10%,2.11,4.50%,12.29%,14.40%,,34.80%,39.00%,3.60%,20.44,18.78,0.70%,-15.63%,46.30%,-1.23%,1.63%,4.98,0.80%,6.00%,17.90%,,,0.35,0.35,,80.80%,18.40%,6.50%,5.03%,39.97%,60.49%,-2.99%,6.50%,1.19,1.27,4.55%,3.52%,6.10%,12.44%,36.77%,-3.91%,38.48%,-6.68%,74.09%,63.96,-2.02%,-0.91%,3.00,61.64,0.93,36.35,-2.91%,57445,10/29/2020 8:30:00 AM,34.25,10/8/2015,36.35,0.00%
40,"ABUS","Arbutus Biopharma Corporation","Healthcare","Biotechnology","USA",344.39,,,,56.46,,2.91,,,,-1.24,-137.80%,15.30%,-9.90%,,-16.70%,81.70%,-51.60%,79.49,60.90,1.60%,-4.04%,31.10%,-6.11%,4.84%,0.95,-76.20%,128.90%,203.20%,15.90,15.90,,,,,,9.01%,2.11%,23.25%,108.06%,32.08%,9.01%,3.19,0.38,7.99%,10.93%,-2.76%,5.42%,42.23%,-34.07%,42.28%,-57.10%,339.77%,50.85,-3.97%,3.33%,2.00,3112.68,1.07,3.87,-0.77%,3320562,11/5/2020 8:30:00 AM,,7/23/2007,4.03,4.13%
