"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
11,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",570.54,,8.46,,0.33,0.70,1.32,,,,-7.35,-44.50%,-41.70%,,,,,,33.72,,,,,,,0.64,,,3.50%,,,0.39,0.39,62.40%,,,-6.05%,-24.13%,,,,-36.15%,,1.45,4.80%,7.38%,2.04%,-1.51%,-1.51%,-41.55%,11.85%,-41.55%,11.85%,,6.09%,0.95%,2.60,1365.07,0.30,18.12,7.09%,412664,10/29/2020 8:30:00 AM,24.50,11/4/1982,18.12,0.00%
12,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",207.50,,,,0.90,0.75,4.43,,,,-3.91,-10.50%,46.30%,-68.80%,13.00%,7.90%,3.60%,66.20%,22.74,21.74,5.50%,-3.90%,48.70%,-7.29%,19.85%,6.75,-17.00%,-30.50%,-15.60%,1.70,0.90,0.35,0.57,21.90%,-20.60%,-34.80%,5.01%,8.11%,-21.71%,-19.04%,-24.20%,-25.93%,1.82,0.40,5.65%,4.21%,2.45%,0.00%,-13.81%,-23.04%,19.44%,-51.05%,72.00%,51.41,-2.82%,0.57%,2.90,638.89,0.83,8.60,-2.27%,532831,11/5/2020 4:30:00 PM,9.25,9/26/2013,8.60,0.00%
13,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",3471.44,46.33,51.32,3.86,6.67,10.11,,57.19,0.57%,24.00%,1.44,27.00%,-8.77%,5.10%,12.00%,5.70%,42.00%,18.80%,52.26,41.32,16.60%,-0.44%,72.80%,1.05%,9.03%,20.78,18.60%,24.10%,18.10%,3.70,2.40,0.02,0.02,30.40%,18.80%,14.60%,3.86%,1.21%,11.97%,22.90%,35.12%,35.03%,0.67,1.97,3.58%,2.92%,4.21%,4.94%,17.72%,-4.21%,18.16%,-4.21%,64.25%,62.08,-0.92%,0.58%,3.50,179.68,1.02,66.49,-0.34%,182860,11/5/2020 4:30:00 PM,35.00,1/3/1991,66.49,0.00%
14,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",10540.54,22.79,16.49,1.92,1.07,2.87,9.87,17.06,0.64%,12.60%,6.87,21.10%,10.68%,0.40%,11.90%,-0.30%,21.70%,9.90%,68.97,67.60,0.20%,0.00%,,-0.78%,4.38%,3.27,4.00%,13.10%,12.30%,1.40,0.40,0.27,0.00,43.90%,6.90%,4.80%,-2.37%,4.51%,3.28%,10.00%,-1.53%,-2.17%,1.27,3.52,1.80%,2.32%,0.47%,2.62%,11.85%,-3.91%,10.57%,-7.53%,121.03%,53.14,0.65%,-0.03%,2.30,904.07,0.66,157.66,0.62%,595534,11/10/2020 8:30:00 AM,175.13,11/29/2001,157.66,0.00%
15,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2275483.40,41.28,31.10,3.26,8.29,35.21,25.02,38.38,0.61%,24.10%,3.27,10.20%,9.27%,7.30%,12.64%,3.30%,-3.00%,1.00%,17057.62,16990.54,0.07%,-6.93%,59.80%,,0.56%,0.82,17.60%,75.20%,31.70%,1.40,1.30,1.52,1.73,38.20%,24.10%,20.90%,5.18%,15.68%,18.21%,47.88%,85.06%,83.72%,1.28,3.25,2.58%,2.37%,5.54%,11.09%,33.90%,-3.65%,24.60%,-3.65%,151.58%,65.45,-1.34%,0.50%,2.00,115699.87,0.82,133.72,-0.85%,94622192,10/29/2020 4:30:00 PM,127.11,12/12/1980,133.71,-0.01%
16,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",1687.93,44.98,33.54,14.99,4.66,1.32,10.87,,3.53%,166.80%,0.63,101.50%,52.25%,10.50%,3.00%,7.10%,-61.20%,-14.20%,59.83,59.37,0.90%,,97.10%,0.14%,1.24%,2.25,1.30%,2.90%,4.30%,,,1.10,1.10,65.10%,28.20%,10.40%,1.72%,-6.10%,18.18%,1.80%,-37.71%,-38.26%,1.22,0.96,2.80%,3.00%,-2.73%,5.54%,7.20%,-10.08%,36.81%,-41.10%,40.74%,49.41,0.07%,0.00%,2.80,326.48,0.40,28.36,0.07%,130079,10/27/2020 4:30:00 PM,27.60,1/13/2011,28.36,0.00%
17,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",57.86,,,,,0.99,21.43,,,,-0.02,-3.20%,,31.70%,,,81.30%,,119.16,114.95,7.20%,0.00%,5.90%,44.19%,0.46%,0.44,-4.20%,-4.60%,,9.50,9.50,0.04,0.04,,,,-9.71%,-54.41%,-43.69%,-4.93%,-18.92%,-21.05%,1.14,0.07,6.27%,11.89%,-29.68%,-46.79%,-26.97%,-61.77%,5.33%,-61.77%,123.48%,30.20,3.04%,-1.08%,,1185.59,0.97,0.47,1.94%,1149719,,,10/17/2003,0.48,1.27%
18,"AAWW","Atlas Air Worldwide Holdings, Inc.","Industrials","Airports & Air Services","USA",1475.82,,6.25,,0.49,0.70,2.06,1.80,,,-9.16,-218.60%,-28.91%,-36.10%,10.00%,8.80%,19.90%,24.90%,26.14,25.57,1.40%,-29.17%,,-0.78%,11.32%,6.01,-4.20%,-12.40%,-5.00%,1.00,1.00,1.03,1.17,57.70%,-9.70%,-7.70%,-2.51%,-4.14%,-11.88%,25.49%,103.16%,95.87%,1.36,1.76,2.64%,3.30%,-1.47%,-4.42%,13.44%,-18.10%,8.68%,-20.95%,264.80%,44.65,1.13%,0.00%,1.70,481.71,0.56,54.61,1.13%,268053,11/5/2020 8:30:00 AM,79.50,7/21/2004,54.61,0.00%
19,"AAXJ","iShares MSCI All Country Asia ex Japan ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44%,1.01%,16.06%,27.45%,20.34%,19.95%,,0.96,0.72%,0.77%,2.76%,6.01%,21.35%,1.49%,14.63%,1.49%,69.41%,65.66,0.22%,1.52%,,1223.01,0.65,89.70,1.75%,790788,,,8/15/2008,,
20,"AAXN","Axon Enterprise, Inc.","Industrials","Aerospace & Defense","USA",7901.75,,95.60,,12.61,8.75,15.59,,,,-0.66,-97.10%,16.22%,-47.40%,18.80%,26.40%,-113.50%,27.20%,63.50,62.72,1.10%,-31.76%,88.40%,3.73%,4.97%,5.71,-3.80%,-5.60%,-1.40%,3.40,3.00,0.00,0.00,58.70%,-5.50%,-6.40%,-3.55%,-1.77%,39.17%,25.68%,67.77%,68.30%,0.63,4.85,4.49%,3.70%,-1.17%,4.75%,34.04%,-8.05%,28.16%,-8.05%,147.51%,50.37,-0.06%,0.50%,2.20,545.32,0.70,123.88,0.45%,383741,11/5/2020 4:30:00 PM,120.75,6/7/2001,123.88,0.00%
21,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",3162.09,11.94,10.74,1.08,10.72,2.12,,,8.40%,99.20%,2.75,-0.70%,13.41%,6.40%,11.01%,5.80%,12.00%,10.80%,96.35,90.15,6.37%,-0.15%,19.40%,-5.09%,0.26%,0.51,17.60%,17.60%,15.40%,,,0.00,0.00,,100.00%,90.30%,-1.94%,1.58%,21.61%,20.67%,8.66%,8.63%,1.53,0.75,1.70%,2.50%,0.87%,4.11%,22.98%,-3.12%,16.15%,-7.85%,150.98%,56.33,0.54%,0.55%,2.10,460.43,0.41,33.23,1.10%,190381,10/22/2020 8:30:00 AM,34.21,4/14/1988,33.23,0.00%
22,"ABB","ABB Ltd","Industrials","Specialty Industrial Machinery","Switzerland",59959.59,125.07,,8.57,2.30,3.53,6.95,34.15,2.98%,30.10%,0.22,-27.90%,,-15.30%,14.60%,-6.80%,-221.10%,-4.50%,2119.00,1949.83,,,4.80%,20.03%,0.28%,3.24,12.00%,41.10%,5.20%,1.40,1.10,0.38,0.52,30.70%,6.40%,21.30%,1.79%,4.85%,8.90%,23.63%,16.11%,15.77%,1.09,0.40,1.04%,1.22%,2.91%,4.79%,19.37%,-0.64%,16.04%,-0.64%,89.87%,64.32,0.29%,-0.14%,2.50,1658.25,0.57,27.93,0.14%,940360,10/23/2020 8:30:00 AM,24.61,4/6/2001,27.93,0.00%
23,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - General","USA",184881.35,22.89,8.59,2.09,4.55,12.13,23.26,22.78,4.97%,100.60%,4.57,42.30%,16.25%,36.80%,10.98%,10.80%,2.20%,52.20%,1769.00,1763.64,0.10%,-24.98%,70.10%,-0.99%,0.79%,1.70,6.10%,203.50%,21.20%,1.00,0.80,5.39,5.70,68.60%,28.50%,18.00%,0.95%,-0.18%,20.50%,6.64%,18.28%,18.25%,0.82,1.99,1.14%,1.96%,0.29%,7.53%,15.10%,-3.55%,33.07%,-3.55%,68.30%,59.38,0.10%,0.45%,2.00,8152.88,0.64,105.27,0.54%,5232864,10/30/2020 8:30:00 AM,115.71,12/10/2012,105.27,0.00%
24,"ABC","AmerisourceBergen Corporation","Healthcare","Medical Distribution","USA",19892.12,,10.67,,0.10,,4.33,13.32,1.81%,,-16.80,-530.90%,8.28%,8.70%,8.04%,6.90%,,7.90%,204.08,146.95,0.10%,-42.01%,67.20%,-0.62%,1.82%,2.73,-8.20%,-145.30%,-105.20%,1.00,0.60,,,2.70%,-2.70%,-1.80%,-0.56%,-5.89%,1.00%,-3.62%,16.12%,14.23%,0.58,2.13,1.78%,2.07%,-2.19%,-3.86%,0.56%,-12.84%,5.12%,-12.84%,34.56%,40.54,-0.08%,-0.08%,2.40,978.73,0.65,96.96,-0.16%,639202,11/5/2020 8:30:00 AM,117.69,4/4/1995,96.96,0.00%
25,"ABCB","Ameris Bancorp","Financial","Banks - Regional","USA",2602.29,11.35,10.27,1.42,3.51,1.01,3.26,,1.60%,18.20%,3.30,-1.60%,1.87%,13.50%,8.00%,31.10%,445.10%,-4.50%,69.23,65.72,0.30%,-3.02%,85.30%,0.07%,2.76%,4.55,1.20%,9.20%,15.20%,,,0.19,0.19,,66.10%,30.90%,1.99%,6.01%,64.32%,58.54%,-12.29%,-12.08%,1.46,1.37,3.63%,3.64%,2.03%,12.20%,45.40%,-3.97%,47.42%,-13.31%,121.73%,59.33,1.82%,-0.32%,1.60,397.99,0.80,37.96,1.50%,319618,10/22/2020 4:30:00 PM,41.29,5/19/1994,37.96,0.00%
26,"ABCL","AbCellera Biologics Inc.","Healthcare","Biotechnology","Canada",10562.37,2166.67,,,517.76,,115.94,,,,0.02,-857.50%,,,,,,171.30%,270.83,191.87,23.40%,0.00%,,,0.50%,0.47,,,-61.40%,5.70,5.60,0.27,0.31,,,,-13.91%,,,,,-33.79%,,6.63,9.96%,,-11.76%,-11.76%,-11.76%,-42.85%,8.16%,-42.85%,8.16%,,6.50%,-1.05%,,2010.92,0.42,41.10,5.38%,845845,,,12/11/2020,,
27,"ABCM","Abcam plc","Healthcare","Biotechnology","United Kingdom",4599.01,,,,,,,,0.74%,,,,,,,,,-9.90%,226.55,183.67,,,0.59%,,0.16%,1.21,,,,,,,,,,,2.32%,6.67%,,,,2.78%,,0.54,2.30%,2.54%,14.88%,16.29%,16.29%,7.42%,26.76%,7.42%,26.76%,75.81,9.41%,1.08%,1.70,235.74,1.58,22.45,10.59%,372545,,,10/22/2020,22.45,0.00%
28,"ABEO","Abeona Therapeutics Inc.","Healthcare","Biotechnology","USA",157.83,,,,22.55,1.25,1.63,,,,-1.04,-27.10%,25.30%,37.00%,,,77.90%,,93.77,82.55,2.20%,-12.56%,38.40%,-15.69%,2.73%,0.94,-47.00%,-62.00%,,2.70,2.70,0.00,0.02,,,,-0.65%,-6.67%,38.74%,-47.17%,-55.87%,-52.91%,1.70,0.14,11.24%,8.78%,2.29%,16.73%,-27.10%,-12.50%,62.71%,-62.90%,62.71%,54.12,3.87%,0.65%,1.80,2388.44,0.93,1.61,4.55%,2221475,,,9/19/1980,1.61,0.00%
29,"ABEQ","Absolute Core Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05%,2.32%,8.38%,15.60%,,2.14%,,0.26,1.04%,0.88%,0.52%,3.59%,10.81%,-0.78%,11.09%,-9.75%,41.32%,58.68,0.04%,-0.29%,,6.76,0.48,25.45,-0.25%,3275,,,1/22/2020,,
30,"ABEV","Ambev S.A.","Consumer Defensive","Beverages - Brewers","Brazil",49093.20,17.73,24.00,,,3.16,,,3.21%,,0.18,-47.40%,30.00%,39.83%,,,-8.90%,30.50%,15735.00,4394.66,,,8.61%,,1.55%,2.85,,,,,,,,,,,2.63%,17.29%,46.21%,21.29%,-31.14%,-31.29%,,0.09,1.99%,3.00%,2.34%,13.26%,24.67%,-3.79%,46.96%,-33.96%,64.75%,59.07,-1.61%,-0.64%,3.20,23847.82,0.40,3.05,-2.24%,9657028,,3.23,11/11/2013,3.05,0.00%
31,"ABG","Asbury Automotive Group, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",2685.70,12.88,9.78,0.70,0.40,3.29,655.05,4.30,,0.00%,10.81,15.00%,14.42%,20.80%,18.50%,4.20%,112.70%,0.20%,19.20,19.09,0.20%,-4.69%,,-0.27%,12.18%,11.03,6.70%,29.50%,11.30%,1.10,0.40,1.45,2.36,17.00%,5.20%,3.10%,-1.53%,17.72%,45.86%,80.14%,24.05%,24.61%,1.71,6.23,4.75%,4.43%,4.94%,15.76%,54.30%,-2.71%,46.45%,-2.71%,270.78%,60.18,5.00%,-0.22%,2.10,210.77,0.71,145.94,4.77%,148786,10/27/2020 8:30:00 AM,142.25,3/14/2002,145.94,0.00%
32,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",38.20,,,,,0.48,0.75,,,,-2.65,59.80%,,41.30%,,,56.70%,,9.32,9.28,0.30%,,8.50%,52.94%,0.44%,0.08,-29.30%,-31.30%,,34.00,34.00,0.00,0.00,,,,-6.32%,-6.54%,-9.91%,-39.58%,-29.20%,-29.96%,2.83,0.23,5.90%,5.39%,-3.00%,-0.11%,-18.81%,-14.11%,9.97%,-81.45%,84.62%,46.79,1.75%,0.25%,,532.06,0.51,4.08,2.00%,273623,,,8/8/1997,4.05,-0.74%
33,"ABM","ABM Industries Incorporated","Industrials","Specialty Business Services","USA",2551.00,,14.28,,0.43,1.68,6.47,6.89,2.01%,,-0.02,-99.80%,10.54%,-68.40%,16.00%,4.10%,8.30%,-9.90%,66.90,65.96,1.00%,-4.73%,95.10%,-1.64%,1.31%,2.49,0.00%,0.00%,1.90%,1.50,1.50,0.40,0.48,15.10%,1.60%,0.00%,-2.53%,-5.61%,2.17%,3.91%,-1.69%,0.03%,1.25,1.27,2.50%,3.17%,-4.30%,-1.13%,8.03%,-9.69%,12.62%,-9.69%,90.70%,42.71,-0.26%,0.32%,2.00,347.77,0.55,37.74,0.05%,191009,12/16/2020 4:30:00 PM,49.00,2/13/1969,37.74,0.00%
34,"ABMD","Abiomed, Inc.","Healthcare","Medical Devices","USA",14534.92,70.44,63.35,4.12,18.10,12.24,27.27,59.09,,0.00%,4.56,-21.00%,12.90%,10.80%,17.10%,29.60%,378.60%,2.30%,45.10,44.12,1.10%,-19.37%,98.20%,-0.82%,4.38%,6.66,16.70%,18.90%,17.90%,6.80,6.00,0.00,0.00,80.80%,27.30%,25.90%,8.49%,18.03%,17.79%,32.86%,91.84%,88.13%,1.39,9.73,3.06%,3.46%,14.81%,17.56%,30.31%,-1.22%,33.45%,-1.22%,172.18%,77.84,-0.21%,1.14%,2.30,290.17,0.95,323.92,0.93%,274434,10/29/2020 8:30:00 AM,324.60,7/29/1987,323.92,0.00%
35,"ABNB","Airbnb, Inc.","Communication Services","Internet Content & Information","USA",92014.50,,,,25.38,,20.47,,,,-1.76,,89.30%,,,,-17.70%,-18.40%,613.43,101.58,13.50%,0.00%,4.69%,,1.66%,0.10,,,95.80%,1.60,1.60,,,52.50%,-22.80%,-28.90%,-7.99%,,,,,3.66%,,14.86,7.87%,,0.54%,0.54%,0.54%,-15.17%,22.16%,-15.17%,22.16%,,-1.92%,0.89%,2.60,17346.73,0.20,148.43,-1.05%,3436030,,123.25,12/10/2020,148.00,-0.29%
36,"ABR","Arbor Realty Trust, Inc.","Real Estate","REIT - Mortgage","USA",1748.51,18.79,9.03,2.35,3.22,1.45,9.10,,9.07%,129.70%,0.75,-14.30%,35.09%,-5.50%,8.00%,30.60%,73.90%,10.80%,113.77,109.10,1.30%,0.00%,41.50%,1.51%,4.66%,3.61,1.60%,9.70%,2.50%,,,4.63,4.63,67.40%,16.80%,18.80%,2.32%,3.07%,22.59%,52.71%,-2.35%,-1.67%,1.86,0.39,2.19%,2.84%,0.60%,6.91%,40.28%,-5.48%,27.76%,-7.77%,299.15%,55.41,0.00%,0.14%,2.00,1407.77,0.40,14.13,0.14%,558505,10/30/2020 8:30:00 AM,14.20,4/7/2004,14.13,0.00%
37,"ABST","Absolute Software Corporation","Technology","Software - Application","Canada",578.02,,,,5.38,,,,2.11%,,,,,,,,-24.60%,11.10%,48.78,34.17,0.43%,0.00%,55.89%,,1.86%,6.49,,,,,,,,,,,0.77%,16.06%,5.33%,21.54%,94.90%,78.46%,,0.45,4.69%,3.58%,8.09%,7.26%,20.05%,-13.32%,27.24%,-14.62%,143.06%,60.50,-0.08%,0.59%,,97.65,1.32,11.91,0.51%,128918,,,10/27/2008,,
38,"ABT","Abbott Laboratories","Healthcare","Medical Devices","USA",190405.14,57.62,24.59,4.34,5.91,6.12,40.25,90.67,1.66%,73.30%,1.88,45.20%,23.94%,12.40%,13.28%,9.50%,28.10%,9.60%,1774.48,1760.08,0.20%,-6.79%,75.70%,0.43%,0.50%,1.81,5.00%,11.00%,8.20%,1.70,1.20,0.58,0.59,56.80%,13.50%,10.50%,0.22%,0.66%,2.99%,18.48%,24.80%,24.72%,0.83,1.94,1.59%,1.60%,0.71%,-0.31%,9.88%,-5.82%,5.15%,-5.82%,76.01%,51.46,-0.23%,0.33%,1.90,4901.36,0.47,108.44,0.10%,2325791,10/21/2020 8:30:00 AM,120.47,3/1/1937,108.44,0.00%
39,"ABTX","Allegiance Bancshares, Inc.","Financial","Banks - Regional","USA",682.93,15.89,13.95,,2.88,0.91,1.91,18.46,1.19%,14.10%,2.11,4.50%,11.87%,14.40%,,34.80%,39.00%,3.60%,20.44,18.78,0.70%,-14.52%,46.30%,-1.19%,1.63%,5.21,0.80%,6.00%,17.90%,,,0.35,0.35,,80.80%,18.40%,0.39%,3.43%,44.13%,31.98%,-10.64%,-10.88%,1.19,1.16,3.04%,3.19%,-0.23%,7.68%,28.48%,-4.47%,29.88%,-13.30%,61.73%,55.35,1.05%,-0.27%,3.00,58.87,1.06,33.77,0.78%,62557,10/29/2020 8:30:00 AM,32.50,10/8/2015,33.77,0.00%
40,"ABUS","Arbutus Biopharma Corporation","Healthcare","Biotechnology","USA",311.01,,,,50.99,,2.63,,,,-1.24,-137.80%,15.30%,-9.90%,,-16.70%,81.70%,-51.60%,79.49,60.90,1.60%,-4.05%,31.10%,-6.11%,4.84%,0.99,-76.20%,128.90%,203.20%,15.90,15.90,,,,,,-17.65%,-19.35%,10.06%,92.31%,28.21%,25.90%,3.22,0.43,8.00%,11.44%,-8.49%,3.95%,39.97%,-36.63%,36.76%,-58.76%,322.73%,46.79,4.49%,1.71%,2.00,2972.87,0.77,3.72,6.29%,2301875,11/5/2020 8:30:00 AM,,7/23/2007,3.72,0.00%
