"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
11,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",721.79,,10.08,,0.41,1.09,1.67,,,,-7.35,-44.50%,-41.72%,,,,160.30%,9.90%,35.75,,,,,,,0.73,,,3.50%,,,0.39,0.39,62.40%,,,6.49%,17.18%,,,,6.49%,,1.28,6.64%,5.47%,8.69%,6.39%,6.39%,-35.82%,22.81%,-35.82%,22.81%,43.71,-1.12%,-0.35%,2.40,1204.65,0.17,19.90,-1.46%,11526,10/29/2020 8:30:00 AM,26.71,11/4/1982,,
12,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",221.53,,,,0.96,0.87,4.73,,,,-3.91,-10.50%,46.30%,-68.80%,13.00%,7.90%,3.60%,66.20%,22.74,21.74,5.40%,-2.70%,49.00%,1.13%,19.85%,6.17,-17.00%,-30.50%,-15.60%,1.70,0.90,0.35,0.57,21.90%,-20.60%,-34.80%,19.74%,21.31%,-12.08%,-11.47%,-21.98%,19.74%,1.84,0.44,6.21%,4.82%,16.01%,20.00%,0.44%,-2.98%,40.42%,-42.46%,102.20%,70.18,0.50%,-1.28%,2.90,699.32,1.48,10.11,-0.79%,59322,11/5/2020 4:30:00 PM,9.25,9/26/2013,,
13,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",3681.75,48.13,52.79,4.01,7.07,10.50,,60.65,0.55%,24.00%,1.44,27.00%,-8.18%,5.10%,12.00%,5.70%,42.00%,18.80%,52.26,41.35,18.30%,-0.39%,72.90%,0.14%,9.03%,20.13,18.60%,24.10%,18.10%,3.70,2.40,0.02,0.02,30.40%,18.80%,14.60%,4.02%,11.38%,10.42%,27.93%,36.30%,4.02%,0.64,2.25,4.67%,3.45%,5.98%,7.86%,21.13%,-2.33%,23.15%,-2.33%,71.19%,64.49,1.38%,-1.37%,3.30,185.48,0.29,69.30,-0.01%,3072,11/5/2020 4:30:00 PM,52.00,1/3/1991,,
14,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",11377.01,24.74,17.87,2.16,1.15,3.12,10.65,18.41,0.59%,12.60%,6.87,21.10%,10.87%,0.40%,11.45%,-0.30%,21.70%,9.90%,68.97,67.60,0.10%,0.00%,,0.01%,4.38%,3.19,4.00%,13.10%,12.30%,1.40,0.40,0.27,0.00,43.90%,6.90%,4.80%,7.97%,11.31%,7.87%,26.49%,11.24%,7.97%,1.32,3.85,2.91%,2.37%,5.82%,9.42%,18.05%,-0.91%,18.88%,-0.91%,137.65%,72.14,0.93%,-1.24%,2.30,929.20,0.14,169.51,-0.32%,7610,11/10/2020 8:30:00 AM,175.13,11/29/2001,,
15,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2202501.62,40.42,30.31,3.18,8.02,34.48,24.22,37.15,0.62%,24.10%,3.27,10.20%,9.23%,7.30%,12.72%,3.30%,-3.00%,1.00%,17057.62,16633.75,0.07%,-7.10%,60.30%,-0.04%,0.57%,0.82,17.60%,75.20%,31.70%,1.40,1.30,1.52,1.73,38.20%,24.10%,20.90%,-0.48%,6.17%,14.86%,37.67%,70.59%,-0.48%,1.27,3.62,3.29%,2.67%,-0.13%,5.60%,26.35%,-6.84%,20.48%,-6.84%,143.26%,52.43,0.23%,-2.31%,2.00,114982.15,1.25,129.30,-2.08%,8246148,1/27/2021 4:30:00 PM,129.84,12/12/1980,,
16,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",1698.84,44.79,33.40,14.93,4.69,1.32,10.94,,3.54%,166.80%,0.63,101.50%,52.25%,10.50%,3.00%,7.10%,-61.20%,-14.20%,59.83,59.37,0.90%,,97.10%,0.19%,1.24%,2.30,1.30%,2.90%,4.30%,,,1.10,1.10,65.10%,28.20%,10.40%,-2.29%,-4.60%,9.46%,3.83%,-37.84%,-2.29%,1.24,0.93,3.55%,3.07%,-1.75%,2.06%,5.32%,-11.03%,35.36%,-41.72%,39.26%,48.11,0.57%,-1.13%,2.80,320.04,0.24,28.06,-0.57%,4395,10/27/2020 4:30:00 PM,27.60,1/13/2011,,
17,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",62.76,,,,,1.08,23.25,,,,-0.02,-3.20%,,31.70%,,,81.30%,,119.16,114.95,7.20%,0.00%,5.90%,44.74%,0.46%,0.39,-4.20%,-4.60%,,9.50,9.50,0.04,0.04,,,,8.44%,-29.35%,-34.53%,-2.08%,-4.02%,8.44%,1.01,0.06,7.27%,8.41%,-12.89%,-39.82%,-23.88%,-59.68%,11.11%,-59.68%,135.74%,34.94,-0.20%,-1.51%,,1355.19,1.44,0.50,-1.71%,112024,,,10/17/2003,,
18,"AAWW","Atlas Air Worldwide Holdings, Inc.","Industrials","Airports & Air Services","USA",1409.14,,5.88,,0.47,0.66,1.96,1.72,,,-9.16,-218.60%,-28.91%,-36.10%,10.00%,8.80%,19.90%,24.90%,26.14,25.58,1.40%,-29.50%,,0.17%,11.32%,6.02,-4.20%,-12.40%,-5.00%,1.00,1.00,1.03,1.17,57.70%,-9.70%,-7.70%,-6.89%,-7.61%,-24.69%,7.45%,88.91%,-6.89%,1.32,1.88,4.36%,3.30%,-7.28%,-8.99%,3.10%,-22.03%,0.98%,-26.55%,238.94%,32.23,0.87%,-0.95%,1.70,480.54,0.84,50.74,-0.08%,23263,11/5/2020 8:30:00 AM,79.50,7/21/2004,,
19,"AAXJ","iShares MSCI All Country Asia ex Japan ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17%,8.19%,19.45%,26.70%,27.57%,6.17%,,1.26,1.38%,0.95%,6.03%,9.25%,25.31%,-1.00%,20.37%,-1.00%,77.88%,70.60,-0.04%,-0.97%,,1248.91,1.41,94.19,-1.00%,100754,,,8/15/2008,,
20,"AAXN","Axon Enterprise, Inc.","Industrials","Aerospace & Defense","USA",7916.48,,97.18,,12.63,8.89,15.62,,,,-0.66,-97.10%,16.22%,-47.40%,18.80%,26.40%,-113.50%,27.20%,63.50,62.82,0.90%,-36.60%,88.40%,0.03%,4.96%,5.76,-3.80%,-5.60%,-1.40%,3.40,3.00,0.00,0.00,58.70%,-5.50%,-6.40%,2.31%,-0.16%,29.14%,30.71%,78.60%,2.31%,0.55,4.84,4.68%,4.21%,0.05%,3.27%,32.07%,-7.35%,29.14%,-7.35%,149.41%,52.46,-0.28%,-0.14%,2.20,540.76,0.33,124.83,-0.42%,10287,11/5/2020 4:30:00 PM,120.75,6/7/2001,,
21,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",3363.05,12.68,11.31,1.02,11.40,2.25,,,7.91%,99.20%,2.75,-0.70%,14.21%,6.40%,12.46%,5.80%,12.00%,10.80%,96.35,94.16,2.20%,-0.43%,19.60%,-0.46%,0.25%,0.53,17.60%,17.60%,15.40%,,,0.00,0.00,,100.00%,90.30%,3.32%,5.31%,17.32%,29.65%,10.03%,3.32%,1.45,0.90,3.33%,2.58%,4.58%,8.15%,26.19%,-2.44%,21.78%,-3.38%,163.14%,65.73,0.66%,-0.80%,2.10,445.88,0.40,34.84,-0.14%,10342,10/22/2020 8:30:00 AM,34.50,4/14/1988,,
22,"ABB","ABB Ltd","Industrials","Specialty Industrial Machinery","Switzerland",65515.93,135.70,,9.29,2.52,3.83,7.59,37.31,2.74%,30.10%,0.22,-27.90%,,-15.30%,14.60%,-6.80%,-221.10%,-4.50%,2119.00,1949.83,,,4.80%,0.00%,0.28%,3.14,12.00%,41.10%,5.20%,1.40,1.10,0.38,0.52,30.70%,6.40%,21.30%,8.23%,11.74%,14.02%,23.56%,25.20%,8.23%,1.11,0.46,1.77%,1.35%,7.09%,10.48%,25.23%,-1.89%,24.08%,-1.89%,103.03%,74.52,0.12%,-1.42%,2.20,1715.84,2.65,29.86,-1.31%,261019,2/4/2021 8:30:00 AM,25.91,4/6/2001,,
23,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - General","USA",188394.00,23.45,8.80,2.14,4.63,12.43,23.70,23.21,4.85%,100.60%,4.57,42.30%,16.20%,36.80%,10.98%,10.80%,2.20%,52.20%,1769.00,1763.70,0.10%,-24.75%,70.10%,0.01%,0.79%,1.69,6.10%,203.50%,21.20%,1.00,0.80,5.39,5.70,68.60%,28.50%,18.00%,0.11%,-0.39%,22.82%,10.78%,18.91%,0.11%,0.80,2.14,2.32%,2.00%,2.97%,7.00%,16.55%,-0.95%,36.66%,-0.95%,72.84%,63.72,0.78%,0.00%,2.00,8211.28,0.51,108.11,0.78%,240675,10/30/2020 8:30:00 AM,117.00,12/10/2012,,
24,"ABC","AmerisourceBergen Corporation","Healthcare","Medical Distribution","USA",22494.53,,12.09,,0.12,,4.89,15.06,1.60%,,-16.80,-530.90%,8.19%,8.70%,9.24%,6.90%,,7.90%,204.08,146.95,0.10%,-40.98%,67.10%,-0.03%,1.82%,2.50,-8.20%,-145.30%,-105.20%,1.00,0.60,,,2.70%,-2.70%,-1.80%,12.55%,9.56%,11.72%,13.37%,26.97%,12.55%,0.51,2.83,4.16%,2.37%,10.58%,8.34%,13.09%,-2.32%,19.11%,-2.32%,52.47%,72.47,0.64%,-0.78%,2.30,1069.44,0.46,109.86,-0.15%,28314,2/4/2021 8:30:00 AM,119.31,4/4/1995,,
25,"ABCB","Ameris Bancorp","Financial","Banks - Regional","USA",3016.01,12.97,11.59,1.62,4.07,1.15,3.77,,1.40%,18.20%,3.30,-1.60%,2.67%,13.50%,8.00%,31.10%,445.10%,-4.50%,69.23,65.72,0.30%,-2.98%,85.60%,0.33%,2.76%,4.46,1.20%,9.20%,15.20%,,,0.19,0.19,,66.10%,30.90%,12.29%,15.29%,61.75%,98.38%,0.07%,12.29%,1.43,1.61,5.21%,3.91%,8.65%,17.93%,56.63%,-3.54%,54.40%,-4.27%,144.86%,67.45,-0.29%,-1.66%,1.60,406.57,0.26,41.92,-1.94%,6028,1/28/2021 4:30:00 PM,41.71,5/19/1994,,
26,"ABCL","AbCellera Biologics Inc.","Healthcare","Biotechnology","Canada",10441.99,2206.67,26.98,,511.86,,114.62,,,,0.02,-857.50%,-32.29%,,,,,171.30%,262.89,178.40,23.40%,0.00%,7.30%,,0.53%,0.53,,,-61.40%,5.70,5.60,0.27,0.31,,,,-1.29%,,,,,-1.29%,,5.04,6.61%,,-9.10%,-9.10%,-9.10%,-44.35%,8.69%,-44.35%,8.69%,,-0.84%,1.61%,,1781.83,0.23,40.02,0.76%,23488,,,12/11/2020,,
27,"ABCM","Abcam plc","Healthcare","Biotechnology","United Kingdom",4451.72,,,,,,,,0.76%,,,,,,,,,-9.90%,226.67,183.67,,,1.37%,,0.16%,1.10,,,,,,,,,,,-8.86%,3.31%,,,,-8.86%,,0.80,3.93%,3.80%,2.63%,5.81%,5.85%,-12.22%,15.27%,-12.22%,16.37%,55.28,-0.72%,5.70%,2.00,259.50,0.72,20.61,4.94%,10673,,,10/22/2020,,
28,"ABEO","Abeona Therapeutics Inc.","Healthcare","Biotechnology","USA",175.40,,,,25.06,1.43,1.81,,,,-1.04,-27.10%,25.30%,37.00%,,,77.90%,,93.77,83.83,0.90%,-30.20%,37.90%,0.13%,2.69%,1.07,-47.00%,-62.00%,,2.70,2.70,0.00,0.02,,,,12.10%,15.03%,27.54%,-41.53%,-32.57%,12.10%,1.60,0.13,7.36%,8.49%,6.36%,21.00%,-20.86%,-5.43%,75.85%,-59.91%,75.85%,58.55,1.16%,-2.27%,1.80,2098.01,0.90,1.74,-1.14%,107789,,,9/19/1980,,
29,"ABEQ","Absolute Core Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25%,2.91%,10.28%,17.79%,,2.25%,,0.24,0.66%,0.61%,2.11%,4.66%,12.09%,-0.27%,13.49%,-7.80%,44.38%,68.16,0.00%,-0.06%,,5.68,0.02,26.00,-0.06%,6,,,1/22/2020,,
30,"ABEV","Ambev S.A.","Consumer Defensive","Beverages - Brewers","Brazil",48306.45,17.44,23.62,,,3.11,,,2.93%,,0.18,-47.40%,30.00%,39.83%,,,-8.90%,30.50%,15735.00,4394.66,,,8.62%,,1.55%,2.73,,,,,,,,,,,0.33%,6.44%,28.08%,11.33%,-31.21%,0.33%,,0.10,4.16%,2.88%,-1.44%,7.93%,21.42%,-5.21%,44.79%,-33.82%,62.32%,52.61,-0.17%,-1.95%,3.20,24840.06,0.32,3.01,-2.12%,450950,,3.22,11/11/2013,,
31,"ABG","Asbury Automotive Group, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",3111.61,14.97,11.36,0.81,0.46,3.83,758.93,4.98,,0.00%,10.81,15.00%,14.42%,20.80%,18.50%,4.20%,112.70%,0.20%,19.20,19.09,0.20%,-4.70%,,0.10%,12.18%,11.34,6.70%,29.50%,11.30%,1.10,0.40,1.45,2.36,17.00%,5.20%,3.10%,11.03%,15.90%,40.52%,75.88%,60.84%,11.03%,1.63,7.19,5.89%,4.43%,10.35%,22.57%,63.53%,-3.17%,61.07%,-3.17%,307.80%,68.07,0.00%,-0.80%,2.10,204.97,0.11,160.51,-0.80%,1298,10/27/2020 8:30:00 AM,142.25,3/14/2002,,
32,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",38.91,,,,,0.51,0.76,,,,-2.65,59.80%,,41.30%,,,56.70%,,9.32,9.28,0.40%,317.95%,8.40%,-0.39%,0.44%,0.10,-29.30%,-31.30%,,34.00,34.00,0.00,0.00,,,,5.24%,1.69%,-3.65%,-35.96%,-34.22%,5.24%,2.80,0.20,4.24%,5.39%,0.98%,3.43%,-16.66%,-10.84%,14.15%,-80.75%,91.63%,52.58,0.83%,-0.47%,,412.06,0.58,4.24,0.36%,13631,,,8/8/1997,,
33,"ABM","ABM Industries Incorporated","Industrials","Specialty Business Services","USA",2745.74,,15.42,,0.46,1.82,6.97,7.42,1.87%,,-0.02,-99.80%,9.40%,-68.40%,16.00%,4.10%,8.30%,-9.90%,66.90,66.06,1.00%,-4.74%,95.60%,0.62%,1.31%,2.59,0.00%,0.00%,1.90%,1.50,1.50,0.40,0.48,15.10%,1.60%,0.00%,7.69%,0.52%,8.72%,23.37%,5.24%,7.69%,1.31,1.32,4.38%,3.44%,3.34%,4.77%,14.37%,-2.84%,18.44%,-2.84%,105.16%,57.80,1.08%,-1.42%,2.00,334.13,0.18,40.60,-0.36%,3398,12/16/2020 4:30:00 PM,49.00,2/13/1969,,
34,"ABMD","Abiomed, Inc.","Healthcare","Medical Devices","USA",14621.59,71.13,63.97,4.16,18.21,12.36,27.43,59.44,,0.00%,4.56,-21.00%,12.90%,10.80%,17.10%,29.60%,378.60%,2.30%,45.10,44.14,1.00%,-21.65%,97.50%,0.03%,4.38%,6.95,16.70%,18.90%,17.90%,6.80,6.00,0.00,0.00,80.80%,27.30%,25.90%,-0.04%,18.43%,19.49%,22.51%,76.50%,-0.04%,1.42,10.28,3.73%,3.75%,6.99%,14.40%,26.22%,-2.73%,32.57%,-2.73%,170.38%,69.13,0.39%,-1.09%,2.30,277.80,0.19,321.78,-0.71%,3091,10/29/2020 8:30:00 AM,324.60,7/29/1987,,
35,"ABNB","Airbnb, Inc.","Communication Services","Internet Content & Information","USA",90931.36,,,,25.08,,20.23,,,,-1.76,,86.30%,,,,-17.70%,-18.40%,607.14,101.58,13.50%,0.00%,5.00%,20.10%,1.66%,0.13,,,95.80%,1.60,1.60,,,52.50%,-22.80%,-28.90%,2.02%,,,,,2.02%,,12.60,7.17%,,-1.07%,-1.07%,-1.07%,-16.73%,19.92%,-16.73%,19.92%,,-1.54%,-1.19%,2.60,12873.11,0.26,145.71,-2.71%,194853,,154.16,12/10/2020,,
36,"ABR","Arbor Realty Trust, Inc.","Real Estate","REIT - Mortgage","USA",1767.01,18.92,9.09,2.37,3.25,1.46,9.19,,9.01%,129.70%,0.75,-14.30%,35.09%,-5.50%,8.00%,30.60%,73.90%,10.80%,113.77,109.21,1.30%,0.00%,41.50%,0.21%,4.66%,3.55,1.60%,9.70%,2.50%,,,4.63,4.63,67.40%,16.80%,18.80%,0.21%,-0.63%,19.51%,78.97%,-1.80%,0.21%,1.86,0.43,3.59%,2.89%,0.95%,5.32%,37.48%,-4.35%,29.29%,-6.66%,303.95%,56.64,1.42%,-0.77%,2.00,1432.26,0.68,14.30,0.63%,55750,10/30/2020 8:30:00 AM,14.20,4/7/2004,,
37,"ABST","Absolute Software Corporation","Technology","Software - Application","Canada",588.26,,,,5.47,,,,2.07%,,,,,,,,-24.60%,11.10%,48.78,34.19,0.43%,0.00%,50.28%,,1.85%,6.04,,,,,,,,,,,1.26%,16.18%,-2.74%,17.54%,91.35%,1.26%,,0.39,3.08%,3.78%,2.92%,8.67%,18.29%,-3.32%,27.56%,-14.41%,143.67%,57.79,-0.91%,-0.08%,,104.91,0.35,11.94,-1.00%,2077,,,10/27/2008,,
38,"ABT","Abbott Laboratories","Healthcare","Medical Devices","USA",197263.98,59.37,25.52,4.47,6.12,6.31,41.70,93.94,1.61%,73.30%,1.88,45.20%,23.56%,12.40%,13.28%,9.50%,28.10%,9.60%,1774.48,1760.08,0.20%,-6.76%,75.70%,0.03%,0.50%,1.85,5.00%,11.00%,8.20%,1.70,1.20,0.58,0.59,56.80%,13.50%,10.50%,1.94%,4.50%,2.83%,19.96%,29.12%,1.94%,0.75,1.98,2.32%,1.85%,2.89%,2.46%,11.70%,-2.96%,8.34%,-2.96%,81.35%,64.60,0.47%,-0.36%,1.90,4790.53,0.41,111.73,0.11%,113385,1/27/2021 8:30:00 AM,121.06,3/1/1937,,
39,"ABTX","Allegiance Bancshares, Inc.","Financial","Banks - Regional","USA",765.53,17.24,15.07,,3.23,0.99,2.15,20.69,1.10%,14.10%,2.11,4.50%,12.29%,14.40%,,34.80%,39.00%,3.60%,20.44,18.80,0.70%,-15.11%,46.40%,0.16%,1.63%,5.00,0.80%,6.00%,17.90%,,,0.35,0.35,,80.80%,18.40%,6.50%,5.03%,39.97%,60.49%,-2.99%,6.50%,1.11,1.27,4.55%,3.52%,6.34%,12.45%,37.21%,-3.38%,39.24%,-6.16%,75.05%,64.79,2.35%,-1.76%,3.00,61.41,0.39,36.55,0.55%,1388,1/28/2021 8:30:00 AM,34.25,10/8/2015,,
40,"ABUS","Arbutus Biopharma Corporation","Healthcare","Biotechnology","USA",331.12,,,,54.28,,2.80,,,,-1.24,-137.80%,15.30%,-9.90%,,-16.70%,81.70%,-51.60%,79.49,63.55,1.60%,-4.20%,31.00%,-0.42%,4.64%,0.94,-76.20%,128.90%,203.20%,15.90,15.90,,,,,,9.01%,2.11%,23.25%,108.06%,32.08%,9.01%,3.08,0.38,7.99%,10.93%,0.17%,8.65%,46.91%,-31.69%,47.43%,-55.54%,355.68%,53.56,2.56%,1.03%,2.00,3139.65,1.66,4.01,3.62%,298104,11/5/2020 8:30:00 AM,,7/23/2007,,
41,"AC","Associated Capital Group, Inc.","Financial","Capital Markets","USA",799.50,,,,33.88,0.96,16.90,,0.55%,,-0.93,169.10%,,71.70%,,8.30%,-4.20%,-32.10%,22.35,3.26,0.50%,8.19%,74.80%,,1.58%,5.75,-11.00%,-12.60%,-3.10%,,,0.00,0.02,,-38.00%,,3.90%,-6.03%,6.98%,-4.36%,-7.66%,3.90%,1.29,1.44,4.94%,3.64%,-0.19%,-1.07%,-2.12%,-9.19%,12.74%,-45.34%,47.06%,49.09,0.00%,-2.52%,,8.97,0.64,35.57,-2.52%,330,,,11/9/2015,,
