"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
21,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",3187.11,12.04,10.82,1.09,10.81,2.14,,,8.33%,99.20%,2.75,-0.70%,13.41%,6.40%,11.01%,5.80%,12.00%,10.80%,96.35,90.15,6.37%,-0.15%,19.40%,-5.09%,0.26%,0.51,17.60%,17.60%,15.40%,,,0.00,0.00,,100.00%,90.30%,-1.43%,3.89%,20.69%,25.35%,10.62%,9.48%,1.53,0.76,1.65%,2.47%,-0.07%,2.98%,21.93%,-4.17%,14.89%,-8.85%,148.26%,52.85,-1.62%,0.85%,2.10,461.90,0.45,32.87,-0.78%,210052,10/22/2020 8:30:00 AM,34.21,4/14/1988,32.87,0.00%
22,"ABB","ABB Ltd","Industrials","Specialty Industrial Machinery","Switzerland",59895.10,124.93,,8.56,2.30,3.53,6.94,34.11,2.98%,30.10%,0.22,-27.90%,,-15.30%,14.60%,-6.80%,-221.10%,-4.50%,2119.00,1949.83,,,4.80%,20.03%,0.28%,3.22,12.00%,41.10%,5.20%,1.40,1.10,0.38,0.52,30.70%,6.40%,21.30%,2.01%,4.93%,9.73%,25.72%,15.55%,15.65%,1.09,0.40,1.27%,1.19%,3.05%,4.73%,19.52%,-0.50%,15.87%,-0.50%,89.60%,63.81,-0.68%,0.79%,2.50,1671.61,0.78,27.89,0.11%,1301869,10/23/2020 8:30:00 AM,24.61,4/6/2001,27.89,0.00%
23,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - General","USA",182674.07,22.62,8.49,2.06,4.49,11.99,22.98,22.51,5.03%,100.60%,4.57,42.30%,16.25%,36.80%,10.98%,10.80%,2.20%,52.20%,1769.00,1763.64,0.10%,-24.98%,70.10%,-0.99%,0.79%,1.70,6.10%,203.50%,21.20%,1.00,0.80,5.39,5.70,68.60%,28.50%,18.00%,-0.96%,-0.72%,18.53%,7.27%,15.98%,16.84%,0.82,1.99,1.34%,1.96%,-0.25%,7.35%,14.67%,-4.08%,32.35%,-4.08%,67.39%,57.55,0.72%,0.48%,2.00,8159.44,0.62,104.70,1.21%,5082647,10/30/2020 8:30:00 AM,115.71,12/10/2012,104.70,0.00%
24,"ABC","AmerisourceBergen Corporation","Healthcare","Medical Distribution","USA",19826.58,,10.64,,0.10,,4.31,13.27,1.82%,,-16.80,-530.90%,8.28%,8.70%,8.04%,6.90%,,7.90%,204.08,146.95,0.10%,-42.01%,67.20%,-0.62%,1.82%,2.74,-8.20%,-145.30%,-105.20%,1.00,0.60,,,2.70%,-2.70%,-1.80%,-1.84%,-6.12%,-0.80%,-2.21%,14.00%,13.86%,0.58,2.17,1.82%,2.03%,-2.32%,-3.75%,0.81%,-12.70%,5.30%,-12.70%,34.78%,41.07,-0.53%,0.87%,2.40,972.85,1.09,97.12,0.33%,1059502,11/5/2020 8:30:00 AM,117.69,4/4/1995,97.12,0.00%
25,"ABCB","Ameris Bancorp","Financial","Banks - Regional","USA",2643.34,11.53,10.43,1.44,3.56,1.03,3.31,,1.58%,18.20%,3.30,-1.60%,1.87%,13.50%,8.00%,31.10%,445.10%,-4.50%,69.23,65.72,0.30%,-3.02%,85.30%,0.07%,2.76%,4.54,1.20%,9.20%,15.20%,,,0.19,0.19,,66.10%,30.90%,0.50%,6.33%,66.55%,62.35%,-11.03%,-10.70%,1.46,1.38,4.29%,3.75%,0.98%,11.30%,43.68%,-5.39%,48.06%,-14.59%,118.46%,56.73,-1.86%,0.32%,1.60,399.41,0.74,37.40,-1.55%,296500,10/22/2020 4:30:00 PM,41.29,5/19/1994,37.40,0.00%
26,"ABCL","AbCellera Biologics Inc.","Healthcare","Biotechnology","Canada",10982.16,2252.78,,,538.34,,120.55,,,,0.02,-857.50%,,,,,,171.30%,270.83,191.87,23.40%,0.00%,,,0.50%,0.47,,,-61.40%,5.70,5.60,0.27,0.31,,,,-17.61%,,,,,-31.15%,,6.92,10.57%,,-17.48%,-17.48%,-17.48%,-45.77%,1.83%,-45.77%,1.83%,,-5.18%,1.43%,,2041.73,0.82,39.00,-3.82%,1670531,,,12/11/2020,39.00,0.00%
27,"ABCM","Abcam plc","Healthcare","Biotechnology","United Kingdom",4689.63,,,,,,,,0.72%,,,,,,,,,-9.90%,226.55,183.67,,,0.59%,,0.16%,1.23,,,,,,,,,,,5.40%,12.01%,,,,4.81%,,0.55,2.75%,2.55%,4.21%,5.27%,5.27%,-2.87%,14.62%,-2.87%,14.62%,60.28,0.00%,-1.93%,1.70,231.94,1.77,20.30,-1.93%,410859,,,10/22/2020,20.30,0.00%
28,"ABEO","Abeona Therapeutics Inc.","Healthcare","Biotechnology","USA",170.13,,,,24.30,1.35,1.76,,,,-1.04,-27.10%,25.30%,37.00%,,,77.90%,,93.77,82.55,2.20%,-12.56%,38.40%,-15.69%,2.73%,0.92,-47.00%,-62.00%,,2.70,2.70,0.00,0.02,,,,7.79%,17.73%,52.29%,-42.16%,-51.39%,-49.24%,1.70,0.14,11.46%,9.17%,-2.41%,11.97%,-30.26%,-16.30%,55.63%,-64.52%,55.63%,50.13,-9.41%,2.41%,1.80,2449.65,1.12,1.54,-7.23%,2753199,,,9/19/1980,1.54,0.00%
29,"ABEQ","Absolute Core Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59%,2.84%,10.44%,16.57%,,2.53%,,0.27,1.00%,0.87%,1.45%,4.55%,11.79%,0.16%,11.96%,-9.04%,42.43%,64.43,0.69%,-0.53%,,6.92,2.37,25.65,0.16%,16388,,,1/22/2020,,
30,"ABEV","Ambev S.A.","Consumer Defensive","Beverages - Brewers","Brazil",47677.05,17.22,23.31,,,3.07,,,3.30%,,0.18,-47.40%,30.00%,39.83%,,,-8.90%,30.50%,15735.00,4394.66,,,8.61%,,1.55%,2.82,,,,,,,,,,,-3.19%,12.67%,39.45%,16.03%,-33.98%,-33.27%,,0.09,2.20%,3.01%,5.62%,16.58%,27.81%,-1.58%,50.33%,-32.45%,68.53%,65.08,1.30%,1.65%,3.20,24071.76,0.83,3.12,2.97%,20094796,,3.23,11/11/2013,3.12,0.00%
31,"ABG","Asbury Automotive Group, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",2785.77,13.36,10.14,0.72,0.41,3.42,679.46,4.46,,0.00%,10.81,15.00%,14.42%,20.80%,18.50%,4.20%,112.70%,0.20%,19.20,19.09,0.20%,-4.69%,,-0.27%,12.18%,11.02,6.70%,29.50%,11.30%,1.10,0.40,1.45,2.36,17.00%,5.20%,3.10%,1.33%,19.59%,46.45%,84.18%,27.25%,29.25%,1.71,5.98,4.22%,4.26%,1.13%,10.93%,48.00%,-7.13%,39.79%,-7.13%,253.91%,54.43,-3.74%,0.15%,2.10,210.90,0.61,139.30,-3.59%,129127,10/27/2020 8:30:00 AM,142.25,3/14/2002,139.30,0.00%
32,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",39.73,,,,,0.50,0.78,,,,-2.65,59.80%,,41.30%,,,56.70%,,9.32,9.28,0.30%,,8.50%,52.94%,0.44%,0.08,-29.30%,-31.30%,,34.00,34.00,0.00,0.00,,,,4.00%,-0.72%,-8.57%,-37.91%,-26.76%,-27.15%,2.83,0.23,7.66%,5.43%,-5.17%,-2.15%,-20.28%,-15.79%,7.82%,-81.82%,81.00%,43.78,-4.53%,0.72%,,529.13,1.04,4.00,-3.85%,548639,,,8/8/1997,4.01,0.25%
33,"ABM","ABM Industries Incorporated","Industrials","Specialty Business Services","USA",2600.37,,14.55,,0.43,1.71,6.60,7.02,1.98%,,-0.02,-99.80%,10.54%,-68.40%,16.00%,4.10%,8.30%,-9.90%,66.90,65.96,1.00%,-4.73%,95.10%,-1.64%,1.31%,2.47,0.00%,0.00%,1.90%,1.50,1.50,0.40,0.48,15.10%,1.60%,0.00%,-3.71%,-4.50%,2.64%,5.37%,-0.13%,1.96%,1.25,1.28,2.84%,3.10%,-4.44%,-1.03%,8.14%,-9.74%,12.56%,-9.74%,90.60%,42.58,-2.38%,0.49%,2.00,350.32,0.57,37.72,-1.90%,198581,12/16/2020 4:30:00 PM,49.00,2/13/1969,37.72,0.00%
34,"ABMD","Abiomed, Inc.","Healthcare","Medical Devices","USA",14171.69,68.68,61.77,4.02,17.65,11.93,26.59,57.61,,0.00%,4.56,-21.00%,12.90%,10.80%,17.10%,29.60%,378.60%,2.30%,45.10,44.12,1.10%,-19.37%,98.20%,-0.82%,4.38%,6.73,16.70%,18.90%,17.90%,6.80,6.00,0.00,0.00,80.80%,27.30%,25.90%,6.65%,18.61%,14.39%,30.26%,84.86%,83.43%,1.39,9.29,3.08%,3.45%,14.70%,16.76%,29.57%,2.54%,32.22%,0.55%,169.67%,76.85,2.13%,0.43%,2.30,286.93,1.36,320.93,2.56%,390578,10/29/2020 8:30:00 AM,324.60,7/29/1987,320.93,0.00%
35,"ABNB","Airbnb, Inc.","Communication Services","Internet Content & Information","USA",91401.07,,,,25.21,,20.33,,,,-1.76,,89.30%,,,,-17.70%,-18.40%,613.43,101.58,13.50%,0.00%,4.69%,,1.66%,0.09,,,95.80%,1.60,1.60,,,52.50%,-22.80%,-28.90%,-5.28%,,,,,2.96%,,15.39,10.39%,,1.74%,1.74%,1.74%,-14.27%,23.46%,-14.27%,23.46%,,0.00%,0.67%,2.60,18342.10,0.29,150.00,0.67%,5361009,,123.25,12/10/2020,149.91,-0.06%
36,"ABR","Arbor Realty Trust, Inc.","Real Estate","REIT - Mortgage","USA",1760.90,18.92,9.09,2.37,3.24,1.46,9.16,,9.01%,129.70%,0.75,-14.30%,35.09%,-5.50%,8.00%,30.60%,73.90%,10.80%,113.77,109.10,1.30%,0.00%,41.50%,1.51%,4.66%,3.62,1.60%,9.70%,2.50%,,,4.63,4.63,67.40%,16.80%,18.80%,0.00%,3.50%,19.61%,55.47%,-2.34%,-0.98%,1.86,0.40,2.68%,2.85%,0.74%,7.18%,40.56%,-5.62%,27.58%,-7.90%,298.59%,55.09,-0.63%,-0.07%,2.00,1407.07,0.58,14.11,-0.70%,818706,10/30/2020 8:30:00 AM,14.20,4/7/2004,14.11,0.00%
37,"ABST","Absolute Software Corporation","Technology","Software - Application","Canada",600.94,,,,5.59,,,,2.03%,,,,,,,,-24.60%,11.10%,48.78,34.17,0.43%,0.00%,55.89%,,1.86%,6.55,,,,,,,,,,,4.85%,21.38%,16.10%,30.10%,105.33%,85.54%,,0.43,4.86%,3.47%,8.30%,6.41%,19.72%,-15.05%,26.60%,-15.05%,141.84%,59.80,-2.79%,-1.06%,,96.87,0.63,11.85,-3.81%,61309,,,10/27/2008,11.90,0.42%
38,"ABT","Abbott Laboratories","Healthcare","Medical Devices","USA",189456.02,57.34,24.47,4.32,5.88,6.09,40.05,90.22,1.67%,73.30%,1.88,45.20%,23.94%,12.40%,13.28%,9.50%,28.10%,9.60%,1774.48,1760.08,0.20%,-6.79%,75.70%,0.43%,0.50%,1.80,5.00%,11.00%,8.20%,1.70,1.20,0.58,0.59,56.80%,13.50%,10.50%,-1.08%,1.30%,3.21%,21.10%,23.33%,24.10%,0.83,2.01,1.98%,1.65%,0.61%,-0.43%,9.96%,-5.91%,5.04%,-5.91%,75.83%,50.92,-0.16%,0.66%,1.90,4927.33,0.57,108.33,0.50%,2828005,10/21/2020 8:30:00 AM,120.47,3/1/1937,108.31,-0.02%
39,"ABTX","Allegiance Bancshares, Inc.","Financial","Banks - Regional","USA",690.88,16.07,14.11,,2.92,0.92,1.94,18.67,1.18%,14.10%,2.11,4.50%,11.87%,14.40%,,34.80%,39.00%,3.60%,20.44,18.78,0.70%,-14.52%,46.30%,-1.19%,1.63%,5.19,0.80%,6.00%,17.90%,,,0.35,0.35,,80.80%,18.40%,2.29%,3.32%,47.26%,37.14%,-9.33%,-9.84%,1.19,1.18,3.11%,3.20%,-0.73%,7.35%,27.74%,-5.21%,32.03%,-13.97%,60.49%,53.68,-1.59%,0.44%,3.00,59.07,1.16,33.51,-1.15%,68344,10/29/2020 8:30:00 AM,32.50,10/8/2015,33.51,0.00%
40,"ABUS","Arbutus Biopharma Corporation","Healthcare","Biotechnology","USA",322.56,,,,52.88,,2.73,,,,-1.24,-137.80%,15.30%,-9.90%,,-16.70%,81.70%,-51.60%,79.49,60.90,1.60%,-4.05%,31.10%,-6.11%,4.84%,1.00,-76.20%,128.90%,203.20%,15.90,15.90,,,,,,-16.55%,-3.71%,19.80%,89.06%,45.78%,30.58%,3.22,0.45,8.45%,11.87%,-14.98%,-1.96%,32.21%,-40.37%,28.68%,-61.20%,297.73%,42.70,-4.89%,1.38%,2.00,2947.70,0.98,3.50,-3.58%,2885918,11/5/2020 8:30:00 AM,,7/23/2007,3.57,2.00%
