"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
12,"IMAC","IMAC Holdings, Inc.","Healthcare","Medical Care Facilities","USA",14.08,,,,1.03,1.58,8.28,,,,-0.67,-80.60%,34.80%,,,,34.80%,-20.50%,11.84,7.21,2.60%,1.65%,1.30%,83.03%,2.29%,0.09,-32.10%,-68.30%,-45.20%,0.60,0.60,0.30,0.52,89.40%,-45.70%,-48.80%,5.87%,3.11%,47.78%,-5.14%,-23.50%,-20.95%,,0.10,15.78%,8.32%,34.08%,46.66%,19.21%,-42.13%,100.71%,-70.30%,250.00%,71.54,-9.82%,37.46%,2.00,1902.73,8.30,1.47,23.97%,15797792,,,2/13/2019,1.45,-1.36%
13,"AVGR","Avinger, Inc.","Healthcare","Medical Devices","USA",23.70,,,,2.76,1.84,0.94,,,,-1.31,90.50%,71.20%,,,-4.00%,88.70%,-4.20%,84.92,84.59,0.40%,-12.16%,7.80%,-2.69%,0.76%,0.07,-82.90%,-279.70%,,1.70,1.50,0.06,0.86,29.80%,,,32.99%,35.79%,17.99%,25.04%,-65.75%,-66.05%,1.91,0.06,27.47%,12.85%,44.84%,60.68%,27.10%,-38.64%,120.90%,-64.21%,120.90%,69.39,13.86%,7.24%,2.50,8876.34,4.32,0.47,22.09%,38359873,,,1/30/2015,0.46,-2.01%
14,"BDR","Blonder Tongue Laboratories, Inc.","Technology","Communication Equipment","USA",11.30,,,,0.66,4.15,113.01,,,,-0.92,48.60%,,11.80%,,-7.40%,-32.00%,-20.80%,9.77,3.77,35.20%,-1.12%,5.70%,40.57%,0.93%,0.03,-54.70%,-181.00%,-75.80%,1.30,0.50,1.08,1.81,7.80%,-50.00%,-52.10%,-8.20%,-1.75%,36.54%,55.56%,64.30%,47.37%,0.32,0.14,9.28%,13.35%,7.14%,13.33%,58.51%,-25.00%,54.99%,-64.47%,255.26%,56.36,18.42%,1.79%,,1020.45,4.02,1.35,20.54%,4101443,11/11/2020 8:30:00 AM,,12/14/1995,1.32,-2.22%
15,"HNRG","Hallador Energy Company","Energy","Thermal Coal","USA",38.57,,5.61,,0.15,0.21,7.28,1.38,,,-1.99,-888.00%,1250.00%,-50.40%,,5.90%,151.80%,-21.70%,30.47,22.81,3.80%,0.00%,32.70%,-9.01%,1.23%,1.06,-1.20%,-2.70%,-12.00%,1.10,0.40,0.60,0.79,25.60%,1.50%,-2.00%,22.86%,19.44%,92.54%,96.95%,-55.36%,-56.57%,0.68,0.09,9.35%,7.61%,45.68%,64.64%,92.46%,16.54%,116.78%,-48.33%,158.33%,80.12,30.25%,-7.75%,,265.72,5.28,1.55,20.16%,1402193,11/2/2020 4:30:00 PM,,1/20/1997,1.51,-2.58%
16,"CGA","China Green Agriculture, Inc.","Basic Materials","Agricultural Inputs","China",16.68,,,,0.07,0.06,1.40,,,,-22.94,-811.40%,,-33.20%,12.50%,-1.10%,-510.90%,-17.10%,6.37,4.40,30.75%,0.00%,0.90%,3.47%,1.15%,0.69,-33.20%,-41.10%,-51.30%,3.60,2.30,0.00,0.01,18.00%,-53.80%,-54.90%,-7.01%,-10.32%,-1.56%,-13.56%,-10.53%,-10.32%,0.67,0.23,7.42%,9.57%,21.09%,15.22%,13.05%,-16.85%,40.65%,-29.84%,70.06%,61.92,18.97%,0.40%,,73.28,32.39,3.01,19.44%,2373765,,,2/20/2008,2.94,-2.33%
17,"AMST","Amesite Inc.","Technology","Software - Application","USA",84.31,,,,519.93,4.18,5.14,,,,,-5.90%,,,,,-192.40%,1330.00%,16.55,9.05,21.20%,0.00%,0.50%,,0.12%,0.18,,,,10.50,10.50,0.00,0.00,,,,-12.18%,-9.13%,-7.11%,,,-19.92%,,0.50,9.93%,10.63%,3.81%,9.04%,9.07%,-20.67%,36.71%,-24.16%,36.71%,53.75,17.14%,1.91%,,59.38,1.05,4.99,19.38%,62458,,,9/25/2020,4.97,-0.40%
18,"CSCW","Color Star Technology Co., Ltd.","Basic Materials","Building Materials","USA",28.29,,,,,1.24,28.29,,,,-0.44,61.00%,,27.10%,20.00%,,72.00%,,54.86,40.66,23.76%,0.00%,0.60%,,2.45%,0.26,-27.30%,-393.30%,,6.00,,0.00,0.00,,,,36.99%,28.31%,46.80%,-16.97%,-50.01%,-51.34%,2.18,0.07,18.16%,10.80%,49.69%,54.66%,21.80%,-6.67%,86.46%,-59.22%,169.84%,74.50,19.01%,0.14%,,3801.91,4.36,0.84,19.18%,16569021,,,6/16/2008,0.82,-2.38%
19,"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology","Canada",29.07,,,,,3.26,,,,,-0.07,30.30%,34.00%,,,,,,96.89,93.53,8.64%,0.00%,1.66%,,0.54%,0.03,,,,,,,,,,,15.96%,18.72%,39.53%,-36.05%,-87.80%,-87.76%,,0.06,29.08%,15.86%,21.59%,46.01%,-21.70%,-36.75%,109.06%,-86.90%,109.06%,59.27,16.15%,2.60%,2.00,17445.41,4.00,0.36,19.17%,69726757,,,5/6/2011,0.35,-0.70%
20,"TOMZ","TOMI Environmental Solutions, Inc.","Industrials","Pollution & Treatment Controls","USA",70.29,11.41,,,3.03,5.23,11.91,15.28,,0.00%,0.36,29.50%,,-60.80%,,23.10%,460.90%,168.70%,16.74,10.21,0.10%,0.00%,,,0.37%,0.18,49.00%,78.10%,-35.30%,5.00,3.50,0.03,0.03,60.00%,30.10%,29.10%,0.98%,-2.82%,-31.85%,-59.67%,369.32%,357.67%,-5.70,0.43,12.22%,10.35%,12.21%,-14.47%,-35.46%,-50.32%,29.49%,-71.65%,528.91%,52.68,17.80%,-0.73%,,202.79,1.57,4.83,16.95%,319185,11/12/2020 4:30:00 PM,,6/20/2008,4.82,-0.21%
21,"NVIV","InVivo Therapeutics Holdings Corp.","Healthcare","Biotechnology","USA",14.67,,,,,0.45,1.86,,,,-11.65,74.90%,,43.70%,,,94.60%,,21.17,19.62,12.35%,0.00%,3.80%,-9.35%,0.21%,0.02,-91.10%,-124.40%,,4.40,4.40,0.00,0.00,,,,22.35%,27.38%,-47.44%,-53.78%,-91.33%,-89.21%,1.83,0.06,10.95%,9.14%,32.83%,34.05%,-33.71%,-37.50%,70.85%,-92.91%,70.85%,70.16,17.86%,-0.93%,,2285.82,6.31,0.85,16.76%,14419711,,,10/29/2010,0.89,4.71%
